query,genome,gene_cluster,gene_callers_id,subject,%pident,alignment_length,e-value,bitscore,function
00000095|gene_cluster_GC_00001425|genome_name_P1194_Madre_SD_BE|gene_callers_id_1222,P1194_Madre_SD_BE,GC_00001425,1222,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000096|gene_cluster_GC_00001455|genome_name_P1194_Madre_SD_BE|gene_callers_id_1154,P1194_Madre_SD_BE,GC_00001455,1154,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000097|gene_cluster_GC_00001420|genome_name_P1194_Madre_SD_BE|gene_callers_id_18,P1194_Madre_SD_BE,GC_00001420,18,sp|O31834|YOZG_BACSU,29.851,67.0,9.42e-06,46.2,sp|O31834|YOZG_BACSU Uncharacterized HTH-type transcriptional regulator YozG OS=Bacillus subtilis (strain 168) OX=224308 GN=yozG PE=4 SV=1
00000098|gene_cluster_GC_00001465|genome_name_P568_Madre_SD_BE|gene_callers_id_1408,P568_Madre_SD_BE,GC_00001465,1408,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000099|gene_cluster_GC_00001515|genome_name_P568_Madre_SD_BE|gene_callers_id_865,P568_Madre_SD_BE,GC_00001515,865,sp|Q0PDK6|FIBER_BPSPP,30.216,278.0,4.1200000000000005e-21,103.0,sp|Q0PDK6|FIBER_BPSPP Tail spike protein OS=Bacillus phage SPP1 OX=10724 GN=21 PE=1 SV=1
00000100|gene_cluster_GC_00001423|genome_name_P1194_Madre_SD_BE|gene_callers_id_1024,P1194_Madre_SD_BE,GC_00001423,1024,sp|D4GU63|AGL10_HALVD,27.5,240.0,4e-12,68.9,sp|D4GU63|AGL10_HALVD Low-salt glycan biosynthesis hexosyltransferase Agl10 OS=Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) OX=309800 GN=agl10 PE=3 SV=1
00000101|gene_cluster_GC_00001526|genome_name_P515_SD_Italy|gene_callers_id_1148,P515_SD_Italy,GC_00001526,1148,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000102|gene_cluster_GC_00001401|genome_name_P515_SD_Italy|gene_callers_id_1219,P515_SD_Italy,GC_00001401,1219,sp|P15895|ORF4_SPV1R,31.111,90.0,0.008,37.0,sp|P15895|ORF4_SPV1R Uncharacterized protein ORF4 OS=Spiroplasma virus SpV1-R8A2 B OX=10854 GN=ORF4 PE=3 SV=2
00000103|gene_cluster_GC_00001458|genome_name_Type_strain|gene_callers_id_257,Type_strain,GC_00001458,257,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000104|gene_cluster_GC_00001572|genome_name_P568_Madre_SD_BE|gene_callers_id_1430,P568_Madre_SD_BE,GC_00001572,1430,sp|Q9CID5|TREPP_LACLA,40.769,780.0,0.0,581.0,sp|Q9CID5|TREPP_LACLA Trehalose 6-phosphate phosphorylase OS=Lactococcus lactis subsp. lactis (strain IL1403) OX=272623 GN=trePP PE=1 SV=3
00000105|gene_cluster_GC_00001604|genome_name_P1194_Madre_SD_BE|gene_callers_id_6,P1194_Madre_SD_BE,GC_00001604,6,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000106|gene_cluster_GC_00001509|genome_name_P1194_Madre_SD_BE|gene_callers_id_412,P1194_Madre_SD_BE,GC_00001509,412,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000107|gene_cluster_GC_00001399|genome_name_Reference|gene_callers_id_360,Reference,GC_00001399,360,sp|Q57594|T1S1_METJA,31.795,195.0,4.1e-12,67.4,sp|Q57594|T1S1_METJA Type I restriction enzyme MjaVII specificity subunit OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ0130 PE=1 SV=3
00000108|gene_cluster_GC_00001611|genome_name_P568_Madre_SD_BE|gene_callers_id_147,P568_Madre_SD_BE,GC_00001611,147,sp|Q06994|WAAB_SALTY,41.333,225.0,7.88e-52,176.0,"sp|Q06994|WAAB_SALTY Lipopolysaccharide 1,6-galactosyltransferase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=waaB PE=1 SV=2"
00000109|gene_cluster_GC_00001510|genome_name_P568_Madre_SD_BE|gene_callers_id_873,P568_Madre_SD_BE,GC_00001510,873,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000110|gene_cluster_GC_00001514|genome_name_P568_Madre_SD_BE|gene_callers_id_1442,P568_Madre_SD_BE,GC_00001514,1442,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000111|gene_cluster_GC_00001574|genome_name_Type_strain|gene_callers_id_1091,Type_strain,GC_00001574,1091,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000112|gene_cluster_GC_00001463|genome_name_P568_Madre_SD_BE|gene_callers_id_872,P568_Madre_SD_BE,GC_00001463,872,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000113|gene_cluster_GC_00001600|genome_name_P568_Madre_SD_BE|gene_callers_id_884,P568_Madre_SD_BE,GC_00001600,884,sp|Q56108|NRDH_SALTY,40.541,74.0,4.82e-17,71.2,sp|Q56108|NRDH_SALTY Glutaredoxin-like protein NrdH OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=nrdH PE=3 SV=1
00000114|gene_cluster_GC_00001418|genome_name_P1194_Madre_SD_BE|gene_callers_id_1243,P1194_Madre_SD_BE,GC_00001418,1243,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000115|gene_cluster_GC_00001412|genome_name_Type_strain|gene_callers_id_906,Type_strain,GC_00001412,906,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000116|gene_cluster_GC_00001561|genome_name_P515_SD_Italy|gene_callers_id_1136,P515_SD_Italy,GC_00001561,1136,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000117|gene_cluster_GC_00001540|genome_name_P568_Madre_SD_BE|gene_callers_id_861,P568_Madre_SD_BE,GC_00001540,861,sp|P26835|YNGD_CLOPF,28.571,91.0,0.005,38.5,sp|P26835|YNGD_CLOPF Uncharacterized 14.9 kDa protein in nagH 3'region OS=Clostridium perfringens OX=1502 PE=3 SV=1
00000118|gene_cluster_GC_00001476|genome_name_Type_strain|gene_callers_id_910,Type_strain,GC_00001476,910,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000119|gene_cluster_GC_00001589|genome_name_P515_SD_Italy|gene_callers_id_1222,P515_SD_Italy,GC_00001589,1222,sp|P77174|YBDM_ECOLI,47.879,165.0,3.55e-47,155.0,sp|P77174|YBDM_ECOLI Uncharacterized protein YbdM OS=Escherichia coli (strain K12) OX=83333 GN=ybdM PE=1 SV=1
00000120|gene_cluster_GC_00001523|genome_name_P515_SD_Italy|gene_callers_id_1140,P515_SD_Italy,GC_00001523,1140,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000121|gene_cluster_GC_00001616|genome_name_P1194_Madre_SD_BE|gene_callers_id_1329,P1194_Madre_SD_BE,GC_00001616,1329,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000122|gene_cluster_GC_00001548|genome_name_P568_Madre_SD_BE|gene_callers_id_1435,P568_Madre_SD_BE,GC_00001548,1435,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000123|gene_cluster_GC_00001417|genome_name_P515_SD_Italy|gene_callers_id_1151,P515_SD_Italy,GC_00001417,1151,sp|P19385|LYS_BPCP7,32.11,218.0,4.82e-25,107.0,sp|P19385|LYS_BPCP7 Lysozyme OS=Streptococcus phage Cp-7 OX=10748 GN=CPL7 PE=1 SV=2
00000124|gene_cluster_GC_00001580|genome_name_P515_SD_Italy|gene_callers_id_1139,P515_SD_Italy,GC_00001580,1139,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000125|gene_cluster_GC_00001409|genome_name_P515_SD_Italy|gene_callers_id_1132,P515_SD_Italy,GC_00001409,1132,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000126|gene_cluster_GC_00001402|genome_name_P1194_Madre_SD_BE|gene_callers_id_588,P1194_Madre_SD_BE,GC_00001402,588,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000127|gene_cluster_GC_00001413|genome_name_P515_SD_Italy|gene_callers_id_1143,P515_SD_Italy,GC_00001413,1143,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000128|gene_cluster_GC_00001595|genome_name_P1194_Madre_SD_BE|gene_callers_id_10,P1194_Madre_SD_BE,GC_00001595,10,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000129|gene_cluster_GC_00001450|genome_name_P1194_Madre_SD_BE|gene_callers_id_1242,P1194_Madre_SD_BE,GC_00001450,1242,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000130|gene_cluster_GC_00001568|genome_name_P568_Madre_SD_BE|gene_callers_id_888,P568_Madre_SD_BE,GC_00001568,888,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000131|gene_cluster_GC_00001416|genome_name_Type_strain|gene_callers_id_1011,Type_strain,GC_00001416,1011,sp|Q7CXI0|ATSE_AGRFC,25.243,103.0,1.03e-09,56.6,sp|Q7CXI0|ATSE_AGRFC Acetyltransferase Atu2258 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2258 PE=1 SV=2
00000132|gene_cluster_GC_00001437|genome_name_P568_Madre_SD_BE|gene_callers_id_253,P568_Madre_SD_BE,GC_00001437,253,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000133|gene_cluster_GC_00001485|genome_name_P568_Madre_SD_BE|gene_callers_id_889,P568_Madre_SD_BE,GC_00001485,889,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000134|gene_cluster_GC_00001511|genome_name_P515_SD_Italy|gene_callers_id_1223,P515_SD_Italy,GC_00001511,1223,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000135|gene_cluster_GC_00001424|genome_name_P515_SD_Italy|gene_callers_id_1138,P515_SD_Italy,GC_00001424,1138,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000136|gene_cluster_GC_00001497|genome_name_P515_SD_Italy|gene_callers_id_1152,P515_SD_Italy,GC_00001497,1152,sp|A2AX52|CO6A4_MOUSE,47.561,82.0,1.37e-13,77.4,sp|A2AX52|CO6A4_MOUSE Collagen alpha-4(VI) chain OS=Mus musculus OX=10090 GN=Col6a4 PE=1 SV=2
00000137|gene_cluster_GC_00001534|genome_name_P515_SD_Italy|gene_callers_id_1147,P515_SD_Italy,GC_00001534,1147,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000138|gene_cluster_GC_00001545|genome_name_Type_strain|gene_callers_id_335,Type_strain,GC_00001545,335,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000139|gene_cluster_GC_00001528|genome_name_P515_SD_Italy|gene_callers_id_256,P515_SD_Italy,GC_00001528,256,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000140|gene_cluster_GC_00001585|genome_name_P1194_Madre_SD_BE|gene_callers_id_979,P1194_Madre_SD_BE,GC_00001585,979,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000141|gene_cluster_GC_00001602|genome_name_P1194_Madre_SD_BE|gene_callers_id_589,P1194_Madre_SD_BE,GC_00001602,589,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000142|gene_cluster_GC_00001583|genome_name_P568_Madre_SD_BE|gene_callers_id_151,P568_Madre_SD_BE,GC_00001583,151,sp|P25148|GSPA_BACSU,23.372,261.0,5.64e-19,88.6,sp|P25148|GSPA_BACSU General stress protein A OS=Bacillus subtilis (strain 168) OX=224308 GN=gspA PE=1 SV=2
00000143|gene_cluster_GC_00001436|genome_name_P1194_Madre_SD_BE|gene_callers_id_17,P1194_Madre_SD_BE,GC_00001436,17,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000144|gene_cluster_GC_00001440|genome_name_P568_Madre_SD_BE|gene_callers_id_1418,P568_Madre_SD_BE,GC_00001440,1418,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000145|gene_cluster_GC_00001464|genome_name_P568_Madre_SD_BE|gene_callers_id_1420,P568_Madre_SD_BE,GC_00001464,1420,sp|P36496|PEDB_PEDAC,100.0,57.0,4.3000000000000005e-37,122.0,sp|P36496|PEDB_PEDAC Pediocin PA-1 immunity protein OS=Pediococcus acidilactici OX=1254 GN=pedB PE=4 SV=1
00000146|gene_cluster_GC_00001421|genome_name_P568_Madre_SD_BE|gene_callers_id_1403,P568_Madre_SD_BE,GC_00001421,1403,sp|Q88WD3|Y1708_LACPL,63.793,58.0,8.09e-18,72.8,sp|Q88WD3|Y1708_LACPL UPF0337 protein lp_1708 OS=Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) OX=220668 GN=lp_1708 PE=3 SV=1
00000147|gene_cluster_GC_00001493|genome_name_P568_Madre_SD_BE|gene_callers_id_860,P568_Madre_SD_BE,GC_00001493,860,sp|B3VBK9|LYSM_PASFU,45.902,61.0,0.008,40.8,sp|B3VBK9|LYSM_PASFU Secreted LysM effector ECP6 OS=Passalora fulva OX=5499 GN=ECP6 PE=1 SV=1
00000148|gene_cluster_GC_00001533|genome_name_P515_SD_Italy|gene_callers_id_1137,P515_SD_Italy,GC_00001533,1137,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000149|gene_cluster_GC_00001569|genome_name_P1194_Madre_SD_BE|gene_callers_id_982,P1194_Madre_SD_BE,GC_00001569,982,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000150|gene_cluster_GC_00001587|genome_name_P1194_Madre_SD_BE|gene_callers_id_1021,P1194_Madre_SD_BE,GC_00001587,1021,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000151|gene_cluster_GC_00001542|genome_name_P515_SD_Italy|gene_callers_id_1221,P515_SD_Italy,GC_00001542,1221,sp|P77216|YBDN_ECOLI,32.289,415.0,7.05e-69,227.0,sp|P77216|YBDN_ECOLI Uncharacterized protein YbdN OS=Escherichia coli (strain K12) OX=83333 GN=ybdN PE=4 SV=1
00000152|gene_cluster_GC_00001492|genome_name_P1191_Madre_SD_BE|gene_callers_id_1283,P1191_Madre_SD_BE,GC_00001492,1283,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000153|gene_cluster_GC_00001442|genome_name_P1194_Madre_SD_BE|gene_callers_id_15,P1194_Madre_SD_BE,GC_00001442,15,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000154|gene_cluster_GC_00001593|genome_name_P515_SD_Italy|gene_callers_id_254,P515_SD_Italy,GC_00001593,254,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000155|gene_cluster_GC_00001499|genome_name_P515_SD_Italy|gene_callers_id_1337,P515_SD_Italy,GC_00001499,1337,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000156|gene_cluster_GC_00001520|genome_name_P568_Madre_SD_BE|gene_callers_id_149,P568_Madre_SD_BE,GC_00001520,149,sp|D4GYH3|AGLG_HALVD,30.0,120.0,8.18e-06,47.4,sp|D4GYH3|AGLG_HALVD Glucosyl-dolichyl phosphate glucuronosyltransferase OS=Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) OX=309800 GN=aglG PE=1 SV=1
00000157|gene_cluster_GC_00001506|genome_name_P515_SD_Italy|gene_callers_id_1141,P515_SD_Italy,GC_00001506,1141,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000158|gene_cluster_GC_00001484|genome_name_P568_Madre_SD_BE|gene_callers_id_878,P568_Madre_SD_BE,GC_00001484,878,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000159|gene_cluster_GC_00001422|genome_name_Reference|gene_callers_id_180,Reference,GC_00001422,180,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000160|gene_cluster_GC_00001543|genome_name_P1194_Madre_SD_BE|gene_callers_id_1232,P1194_Madre_SD_BE,GC_00001543,1232,sp|P94369|YXLA_BACSU,24.79,476.0,1.08e-19,94.7,sp|P94369|YXLA_BACSU Putative purine-cytosine permease YxlA OS=Bacillus subtilis (strain 168) OX=224308 GN=yxlA PE=3 SV=1
00000161|gene_cluster_GC_00001525|genome_name_Type_strain|gene_callers_id_1092,Type_strain,GC_00001525,1092,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000162|gene_cluster_GC_00001550|genome_name_P1194_Madre_SD_BE|gene_callers_id_1244,P1194_Madre_SD_BE,GC_00001550,1244,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000163|gene_cluster_GC_00001564|genome_name_P1194_Madre_SD_BE|gene_callers_id_1327,P1194_Madre_SD_BE,GC_00001564,1327,sp|Q7DF80|DRA2B_DEIRA,31.068,309.0,1.74e-27,116.0,sp|Q7DF80|DRA2B_DEIRA RNA-guided DNA endonuclease TnpB OS=Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG 27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1) OX=243230 GN=tnpB PE=1 SV=1
00000164|gene_cluster_GC_00001490|genome_name_P1194_Madre_SD_BE|gene_callers_id_1241,P1194_Madre_SD_BE,GC_00001490,1241,sp|Q8DVR0|BRPA_STRMU,41.509,53.0,0.000634,41.2,sp|Q8DVR0|BRPA_STRMU Biofilm regulatory protein A OS=Streptococcus mutans serotype c (strain ATCC 700610 / UA159) OX=210007 GN=brpA PE=1 SV=1
00000165|gene_cluster_GC_00001415|genome_name_P515_SD_Italy|gene_callers_id_1135,P515_SD_Italy,GC_00001415,1135,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000166|gene_cluster_GC_00001529|genome_name_Reference|gene_callers_id_179,Reference,GC_00001529,179,sp|O32162|SUFB_BACSU,57.952,459.0,0.0,587.0,sp|O32162|SUFB_BACSU Iron-sulfur cluster assembly protein SufB OS=Bacillus subtilis (strain 168) OX=224308 GN=sufB PE=3 SV=1
00000167|gene_cluster_GC_00001459|genome_name_P568_Madre_SD_BE|gene_callers_id_871,P568_Madre_SD_BE,GC_00001459,871,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000168|gene_cluster_GC_00001541|genome_name_P515_SD_Italy|gene_callers_id_1149,P515_SD_Italy,GC_00001541,1149,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000169|gene_cluster_GC_00001553|genome_name_P568_Madre_SD_BE|gene_callers_id_870,P568_Madre_SD_BE,GC_00001553,870,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000170|gene_cluster_GC_00001539|genome_name_Reference|gene_callers_id_176,Reference,GC_00001539,176,sp|O32165|SUFD_BACSU,38.509,161.0,3.09e-30,122.0,sp|O32165|SUFD_BACSU Iron-sulfur cluster assembly protein SufD OS=Bacillus subtilis (strain 168) OX=224308 GN=sufD PE=3 SV=1
00000171|gene_cluster_GC_00001438|genome_name_P568_Madre_SD_BE|gene_callers_id_252,P568_Madre_SD_BE,GC_00001438,252,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000172|gene_cluster_GC_00001452|genome_name_P568_Madre_SD_BE|gene_callers_id_864,P568_Madre_SD_BE,GC_00001452,864,sp|P15317|YHYA_BPH44,30.435,115.0,7.28e-06,52.8,sp|P15317|YHYA_BPH44 Uncharacterized 65 kDa protein in hyaluronidase region OS=Streptococcus pyogenes phage H4489A OX=12366 PE=4 SV=1
00000173|gene_cluster_GC_00001468|genome_name_P568_Madre_SD_BE|gene_callers_id_881,P568_Madre_SD_BE,GC_00001468,881,sp|P68928|TERS_BPSF6,45.205,146.0,9.189999999999999e-30,108.0,sp|P68928|TERS_BPSF6 Terminase small subunit OS=Bacillus phage SF6 OX=10773 GN=1 PE=1 SV=2
00000174|gene_cluster_GC_00001555|genome_name_P1194_Madre_SD_BE|gene_callers_id_14,P1194_Madre_SD_BE,GC_00001555,14,sp|Q5UQ22|YL207_MIMIV,28.571,238.0,1.25e-08,61.6,sp|Q5UQ22|YL207_MIMIV Putative helicase L207/L206 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L206 PE=4 SV=2
00000175|gene_cluster_GC_00001447|genome_name_P1194_Madre_SD_BE|gene_callers_id_1235,P1194_Madre_SD_BE,GC_00001447,1235,sp|Q46899|CASC_ECOLI,30.588,340.0,1.27e-40,149.0,sp|Q46899|CASC_ECOLI CRISPR system Cascade subunit CasC OS=Escherichia coli (strain K12) OX=83333 GN=casC PE=1 SV=1
00000176|gene_cluster_GC_00001597|genome_name_P568_Madre_SD_BE|gene_callers_id_1441,P568_Madre_SD_BE,GC_00001597,1441,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000177|gene_cluster_GC_00001537|genome_name_P568_Madre_SD_BE|gene_callers_id_1376,P568_Madre_SD_BE,GC_00001537,1376,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000178|gene_cluster_GC_00001410|genome_name_P568_Madre_SD_BE|gene_callers_id_152,P568_Madre_SD_BE,GC_00001410,152,sp|P71055|EPSF_BACSU,26.214,309.0,1.7e-31,125.0,sp|P71055|EPSF_BACSU Putative glycosyltransferase EpsF OS=Bacillus subtilis (strain 168) OX=224308 GN=epsF PE=2 SV=1
00000179|gene_cluster_GC_00001512|genome_name_P526_SD_Italy|gene_callers_id_1320,P526_SD_Italy,GC_00001512,1320,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000180|gene_cluster_GC_00001456|genome_name_P568_Madre_SD_BE|gene_callers_id_1425,P568_Madre_SD_BE,GC_00001456,1425,sp|Q9RMZ4|REPS_BACAN,35.119,504.0,2.23e-87,281.0,sp|Q9RMZ4|REPS_BACAN Replication initiation protein OS=Bacillus anthracis OX=1392 GN=repS PE=4 SV=1
00000181|gene_cluster_GC_00001505|genome_name_P568_Madre_SD_BE|gene_callers_id_1417,P568_Madre_SD_BE,GC_00001505,1417,sp|Q44363|TRAA_AGRTU,34.711,121.0,2.25e-15,73.6,sp|Q44363|TRAA_AGRTU Conjugal transfer protein TraA OS=Agrobacterium tumefaciens OX=358 GN=traA PE=3 SV=1
00000182|gene_cluster_GC_00001411|genome_name_P1194_Madre_SD_BE|gene_callers_id_980,P1194_Madre_SD_BE,GC_00001411,980,sp|Q65143|VF859_ASFB7,24.242,429.0,2.48e-19,97.8,sp|Q65143|VF859_ASFB7 Probable helicase A859L OS=African swine fever virus (strain Badajoz 1971 Vero-adapted) OX=10498 GN=Ba71V-040 PE=3 SV=1
00000183|gene_cluster_GC_00001472|genome_name_P1194_Madre_SD_BE|gene_callers_id_147,P1194_Madre_SD_BE,GC_00001472,147,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000184|gene_cluster_GC_00001605|genome_name_P1194_Madre_SD_BE|gene_callers_id_413,P1194_Madre_SD_BE,GC_00001605,413,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000185|gene_cluster_GC_00001426|genome_name_P1194_Madre_SD_BE|gene_callers_id_414,P1194_Madre_SD_BE,GC_00001426,414,sp|F2XG53|CAS3_STRTR,40.294,953.0,0.0,683.0,sp|F2XG53|CAS3_STRTR CRISPR-associated nuclease/helicase Cas3 OS=Streptococcus thermophilus OX=1308 GN=cas3 PE=1 SV=1
00000186|gene_cluster_GC_00001427|genome_name_P1194_Madre_SD_BE|gene_callers_id_978,P1194_Madre_SD_BE,GC_00001427,978,sp|P17212|41KD_LACHE,48.889,45.0,2.03e-05,44.7,sp|P17212|41KD_LACHE 41 kDa protein OS=Lactobacillus helveticus OX=1587 PE=4 SV=1
00000187|gene_cluster_GC_00001431|genome_name_Type_strain|gene_callers_id_1149,Type_strain,GC_00001431,1149,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000188|gene_cluster_GC_00001524|genome_name_Type_strain|gene_callers_id_1010,Type_strain,GC_00001524,1010,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000189|gene_cluster_GC_00001395|genome_name_P1194_Madre_SD_BE|gene_callers_id_1328,P1194_Madre_SD_BE,GC_00001395,1328,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000190|gene_cluster_GC_00001554|genome_name_P1194_Madre_SD_BE|gene_callers_id_1229,P1194_Madre_SD_BE,GC_00001554,1229,sp|P44104|Y1054_HAEIN,38.235,68.0,4.03e-05,43.1,sp|P44104|Y1054_HAEIN Uncharacterized protein HI_1054 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_1054 PE=4 SV=1
00000191|gene_cluster_GC_00001590|genome_name_P515_SD_Italy|gene_callers_id_1134,P515_SD_Italy,GC_00001590,1134,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000192|gene_cluster_GC_00001606|genome_name_Reference|gene_callers_id_276,Reference,GC_00001606,276,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000193|gene_cluster_GC_00001613|genome_name_P1194_Madre_SD_BE|gene_callers_id_1150,P1194_Madre_SD_BE,GC_00001613,1150,sp|Q57594|T1S1_METJA,21.002,419.0,3.37e-07,55.8,sp|Q57594|T1S1_METJA Type I restriction enzyme MjaVII specificity subunit OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ0130 PE=1 SV=3
00000194|gene_cluster_GC_00001474|genome_name_P568_Madre_SD_BE|gene_callers_id_897,P568_Madre_SD_BE,GC_00001474,897,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000195|gene_cluster_GC_00001480|genome_name_P515_SD_Italy|gene_callers_id_1130,P515_SD_Italy,GC_00001480,1130,sp|P59217|TERL_BPSF5,22.553,470.0,4.6e-19,94.7,sp|P59217|TERL_BPSF5 Putative terminase large subunit OS=Shigella phage SfV OX=55884 GN=2 PE=3 SV=1
00000196|gene_cluster_GC_00001406|genome_name_P568_Madre_SD_BE|gene_callers_id_879,P568_Madre_SD_BE,GC_00001406,879,sp|Q24LJ4|PORTL_BPPCD,23.973,438.0,2.47e-07,56.6,sp|Q24LJ4|PORTL_BPPCD Portal protein OS=Clostridium phage phiCD119 (strain Clostridium difficile/United States/Govind/2006) OX=2883936 PE=3 SV=1
00000197|gene_cluster_GC_00001527|genome_name_Reference|gene_callers_id_172,Reference,GC_00001527,172,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000198|gene_cluster_GC_00001566|genome_name_P568_Madre_SD_BE|gene_callers_id_885,P568_Madre_SD_BE,GC_00001566,885,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000199|gene_cluster_GC_00001414|genome_name_P515_SD_Italy|gene_callers_id_1142,P515_SD_Italy,GC_00001414,1142,sp|P45931|YQBO_BACSU,32.114,246.0,5.72e-14,81.3,sp|P45931|YQBO_BACSU Phage tape measure protein-like protein YqbO OS=Bacillus subtilis (strain 168) OX=224308 GN=yqbO PE=1 SV=2
00000200|gene_cluster_GC_00001571|genome_name_Reference|gene_callers_id_182,Reference,GC_00001571,182,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
