query,genome,gene_cluster,gene_callers_id,subject,pident,alignment_length,evalue,bitscore,function
00000568|gene_cluster_GC_00003158|genome_name_P3124_LMG_BE|gene_callers_id_1059,P3124_LMG_BE,GC_00003158,1059,sp|P24125|V51K_BPL79,37.127,369.0,4.21e-80,257.0,sp|P24125|V51K_BPL79 51.5 kDa protein OS=Lactococcus phage (isolate 7-9) OX=12375 PE=4 SV=1
00000570|gene_cluster_GC_00002652|genome_name_P3124_LMG_BE|gene_callers_id_201,P3124_LMG_BE,GC_00002652,201,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000580|gene_cluster_GC_00002550|genome_name_P3124_LMG_BE|gene_callers_id_1768,P3124_LMG_BE,GC_00002550,1768,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000584|gene_cluster_GC_00003066|genome_name_P3124_LMG_BE|gene_callers_id_696,P3124_LMG_BE,GC_00003066,696,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000589|gene_cluster_GC_00002631|genome_name_P3124_LMG_BE|gene_callers_id_1808,P3124_LMG_BE,GC_00002631,1808,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000590|gene_cluster_GC_00003100|genome_name_P3124_LMG_BE|gene_callers_id_1031,P3124_LMG_BE,GC_00003100,1031,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000593|gene_cluster_GC_00002482|genome_name_P3124_LMG_BE|gene_callers_id_1039,P3124_LMG_BE,GC_00002482,1039,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000594|gene_cluster_GC_00002482|genome_name_P3124_LMG_BE|gene_callers_id_199,P3124_LMG_BE,GC_00002482,199,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000604|gene_cluster_GC_00002599|genome_name_P3124_LMG_BE|gene_callers_id_1634,P3124_LMG_BE,GC_00002599,1634,sp|P96635|NICK_BACSU,29.71,138.0,9.46e-16,75.9,sp|P96635|NICK_BACSU Putative DNA relaxase NicK OS=Bacillus subtilis (strain 168) OX=224308 GN=nicK PE=3 SV=1
00000609|gene_cluster_GC_00002849|genome_name_P3124_LMG_BE|gene_callers_id_1056,P3124_LMG_BE,GC_00002849,1056,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000613|gene_cluster_GC_00002773|genome_name_P3124_LMG_BE|gene_callers_id_216,P3124_LMG_BE,GC_00002773,216,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000617|gene_cluster_GC_00003004|genome_name_P3124_LMG_BE|gene_callers_id_1953,P3124_LMG_BE,GC_00003004,1953,sp|B0UY98|T163A_DANRE,23.669,169.0,9.51e-07,51.2,sp|B0UY98|T163A_DANRE Transmembrane protein 163a OS=Danio rerio OX=7955 GN=tmem163a PE=2 SV=1
00000624|gene_cluster_GC_00002515|genome_name_P3124_LMG_BE|gene_callers_id_1964,P3124_LMG_BE,GC_00002515,1964,sp|Q92A27|LEU3_LISIN,49.254,67.0,1.34e-16,75.1,sp|Q92A27|LEU3_LISIN 3-isopropylmalate dehydrogenase OS=Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262) OX=272626 GN=leuB PE=3 SV=1
00000633|gene_cluster_GC_00002838|genome_name_P3124_LMG_BE|gene_callers_id_1940,P3124_LMG_BE,GC_00002838,1940,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000636|gene_cluster_GC_00002871|genome_name_P3124_LMG_BE|gene_callers_id_222,P3124_LMG_BE,GC_00002871,222,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000644|gene_cluster_GC_00002585|genome_name_P3124_LMG_BE|gene_callers_id_196,P3124_LMG_BE,GC_00002585,196,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000652|gene_cluster_GC_00002785|genome_name_P3124_LMG_BE|gene_callers_id_1943,P3124_LMG_BE,GC_00002785,1943,sp|Q97QZ2|PEZA_STRPN,31.148,122.0,3e-07,51.2,sp|Q97QZ2|PEZA_STRPN Antitoxin PezA OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=pezA PE=1 SV=1
00000654|gene_cluster_GC_00002645|genome_name_P3124_LMG_BE|gene_callers_id_1045,P3124_LMG_BE,GC_00002645,1045,sp|P45916|YQAT_BACSU,32.658,395.0,1.45e-49,176.0,sp|P45916|YQAT_BACSU Uncharacterized protein YqaT OS=Bacillus subtilis (strain 168) OX=224308 GN=yqaT PE=4 SV=1
00000656|gene_cluster_GC_00002563|genome_name_P3124_LMG_BE|gene_callers_id_1053,P3124_LMG_BE,GC_00002563,1053,sp|O31943|YONR_BACSU,33.333,63.0,8.08e-09,50.4,sp|O31943|YONR_BACSU SPbeta prophage-derived uncharacterized HTH-type transcriptional regulator YonR OS=Bacillus subtilis (strain 168) OX=224308 GN=yonR PE=4 SV=1
00000661|gene_cluster_GC_00002668|genome_name_P3124_LMG_BE|gene_callers_id_2029,P3124_LMG_BE,GC_00002668,2029,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000663|gene_cluster_GC_00002905|genome_name_P3124_LMG_BE|gene_callers_id_1042,P3124_LMG_BE,GC_00002905,1042,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000670|gene_cluster_GC_00002657|genome_name_P3124_LMG_BE|gene_callers_id_1907,P3124_LMG_BE,GC_00002657,1907,sp|C5D9S7|CHDC_GEOSW,39.167,120.0,6.94e-25,98.2,sp|C5D9S7|CHDC_GEOSW Coproheme decarboxylase OS=Geobacillus sp. (strain WCH70) OX=471223 GN=chdC PE=3 SV=1
00000680|gene_cluster_GC_00002857|genome_name_P3124_LMG_BE|gene_callers_id_220,P3124_LMG_BE,GC_00002857,220,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
