locus_tag	ftype	length_bp	gene	EC_number	COG	product
BMKFACGC_00381	CDS	519	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
BMKFACGC_00382	CDS	456				hypothetical protein
BMKFACGC_00383	CDS	1272				ISL3 family transposase ISSau8
BMKFACGC_00384	CDS	1416	gabD1_2	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
BMKFACGC_00385	CDS	921			COG2826	IS30 family transposase ISLsa1
BMKFACGC_00386	CDS	1113				ISL3 family transposase ISP1
BMKFACGC_00387	CDS	759	bhcR		COG1414	HTH-type transcriptional regulator BhcR
BMKFACGC_00388	CDS	747				hypothetical protein
BMKFACGC_00389	CDS	276				hypothetical protein
BMKFACGC_00390	CDS	846	kduI1_2	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1
BMKFACGC_00391	CDS	816	kduD_2	1.1.1.127	COG1028	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
BMKFACGC_00392	CDS	1011	kdgT			2-keto-3-deoxygluconate permease
BMKFACGC_00393	CDS	957	kdgK_3	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
BMKFACGC_00394	CDS	654	kdgA_2	4.1.2.14	COG0800	2-dehydro-3-deoxy-phosphogluconate aldolase
BMKFACGC_00395	CDS	753	adh_2	1.1.1.-		NADP-dependent (R)-specific alcohol dehydrogenase
BMKFACGC_00396	CDS	1380	mntH_2			Divalent metal cation transporter MntH
BMKFACGC_00397	CDS	855	degV_1		COG1307	Protein DegV
BMKFACGC_00398	CDS	1410	nox_1	1.6.3.4	COG0446	NADH oxidase
BMKFACGC_00399	CDS	327	trxA_1		COG3118	Thioredoxin
BMKFACGC_00400	CDS	264				hypothetical protein
BMKFACGC_00401	CDS	393	fluC1		COG0239	Fluoride-specific ion channel FluC 1
BMKFACGC_00402	CDS	357	fluC2		COG0239	Fluoride-specific ion channel FluC 2
BMKFACGC_00403	CDS	849				hypothetical protein
BMKFACGC_00404	CDS	855	lipM	3.1.1.-	COG0657	putative carboxylic ester hydrolase LipM
BMKFACGC_00405	CDS	474	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
BMKFACGC_00406	CDS	1086				hypothetical protein
BMKFACGC_00407	CDS	1314				hypothetical protein
BMKFACGC_00408	CDS	894				hypothetical protein
BMKFACGC_00409	CDS	858	gltC_1		COG0583	Transcriptional dual regulator GltC
BMKFACGC_00410	CDS	846				hypothetical protein
BMKFACGC_00411	CDS	378				hypothetical protein
BMKFACGC_00412	CDS	759	adh_3	1.1.1.-		NADP-dependent (R)-specific alcohol dehydrogenase
BMKFACGC_00413	CDS	1236	sbnD_2		COG2814	Staphyloferrin B transporter
BMKFACGC_00414	CDS	672	ywaC	2.7.6.5	COG2357	GTP pyrophosphokinase YwaC
BMKFACGC_00415	CDS	201				hypothetical protein
BMKFACGC_00416	CDS	1167	napA_1			Na(+)/H(+) antiporter
BMKFACGC_00417	CDS	183				hypothetical protein
BMKFACGC_00418	CDS	2721				hypothetical protein
BMKFACGC_00419	CDS	693	arlR_1		COG0745	Response regulator ArlR
BMKFACGC_00420	CDS	1341	sasA_2	2.7.13.3		Adaptive-response sensory-kinase SasA
BMKFACGC_00421	CDS	966	malR		COG1609	HTH-type transcriptional regulator MalR
BMKFACGC_00422	CDS	1374				hypothetical protein
BMKFACGC_00423	CDS	2271	malP	2.4.1.8		Maltose phosphorylase
BMKFACGC_00424	CDS	438				hypothetical protein
BMKFACGC_00425	CDS	270	rpsN2		COG0199	Small ribosomal subunit protein uS14A
BMKFACGC_00426	CDS	1032		5.1.3.21	COG2017	Maltose epimerase
BMKFACGC_00427	CDS	825				hypothetical protein
BMKFACGC_00428	CDS	819	ybiV_1	3.1.3.23	COG0561	Sugar phosphatase YbiV
BMKFACGC_00429	CDS	384				hypothetical protein
BMKFACGC_00430	CDS	1815				hypothetical protein
BMKFACGC_00431	CDS	930			COG2826	IS30 family transposase ISLpl1
BMKFACGC_00432	CDS	429	spx_1		COG1393	Global transcriptional regulator Spx
BMKFACGC_00433	CDS	777				hypothetical protein
BMKFACGC_00434	CDS	762				hypothetical protein
BMKFACGC_00435	CDS	2103				hypothetical protein
BMKFACGC_00436	CDS	246				hypothetical protein
BMKFACGC_00437	CDS	447				hypothetical protein
BMKFACGC_00438	CDS	717	baiA	1.1.1.-	COG1028	3alpha-hydroxysteroid dehydrogenase
BMKFACGC_00439	CDS	1239				hypothetical protein
BMKFACGC_00440	CDS	1683	xynB_1	3.2.1.37		Beta-xylosidase
BMKFACGC_00441	CDS	816	rhaS_1			HTH-type transcriptional activator RhaS
BMKFACGC_00442	CDS	765		1.1.1.-	COG1028	3beta-hydroxysteroid dehydrogenase 2
BMKFACGC_00443	CDS	858	qorB_1	1.6.5.2	COG0702	Quinone oxidoreductase 2
BMKFACGC_00444	CDS	444	ywnA_1		COG1959	Putative HTH-type transcriptional regulator YwnA
BMKFACGC_00445	CDS	2307				hypothetical protein
BMKFACGC_00446	CDS	933				hypothetical protein
BMKFACGC_00447	CDS	363	ytcD_1		COG1733	putative HTH-type transcriptional regulator YtcD
BMKFACGC_00448	CDS	1206	ydhP		COG2814	Inner membrane transport protein YdhP
BMKFACGC_00449	CDS	954	smoB	1.1.1.432	COG4989	6-dehydroglucose reductase
BMKFACGC_00450	CDS	759	bceA		COG1136	Bacitracin export ATP-binding protein BceA
BMKFACGC_00451	CDS	1812	bceB		COG0577	Bacitracin export permease protein BceB
BMKFACGC_00452	CDS	372				hypothetical protein
BMKFACGC_00453	CDS	405				hypothetical protein
BMKFACGC_00454	CDS	1353				hypothetical protein
BMKFACGC_00455	CDS	1809	zosA	7.2.2.20	COG2217	Zinc-transporting ATPase
BMKFACGC_00456	CDS	684				hypothetical protein
BMKFACGC_00457	CDS	1533	mco	1.-.-.-		Multicopper oxidase mco
BMKFACGC_00458	CDS	339	czrA_1		COG0640	HTH-type transcriptional repressor CzrA
BMKFACGC_00459	CDS	606				hypothetical protein
BMKFACGC_00460	CDS	1032				hypothetical protein
BMKFACGC_00461	CDS	888	cysL		COG0583	HTH-type transcriptional regulator CysL
BMKFACGC_00462	CDS	1191	norA			Quinolone resistance protein NorA
BMKFACGC_00463	CDS	861	rhaS_2			HTH-type transcriptional activator RhaS
BMKFACGC_00464	CDS	1632	ybiT		COG0488	putative ATP-binding protein YbiT
BMKFACGC_00465	CDS	783	ydjP	3.-.-.-	COG2267	AB hydrolase superfamily protein YdjP
BMKFACGC_00466	CDS	954	lsrR		COG2390	Transcriptional regulator LsrR
BMKFACGC_00467	CDS	990			COG2826	IS30 family transposase ISSlu1
BMKFACGC_00468	CDS	375	ytrA		COG1725	HTH-type transcriptional repressor YtrA
BMKFACGC_00469	CDS	894	ytrB_1		COG1131	ABC transporter ATP-binding protein YtrB
BMKFACGC_00470	CDS	939				hypothetical protein
BMKFACGC_00471	CDS	1041	cdaR_1		COG3835	Carbohydrate diacid regulator
BMKFACGC_00472	CDS	1305				hypothetical protein
BMKFACGC_00473	CDS	1140	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
BMKFACGC_00474	CDS	1422	nhaK_1		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
BMKFACGC_00475	CDS	201				hypothetical protein
BMKFACGC_00476	CDS	1461				hypothetical protein
BMKFACGC_00477	CDS	480				hypothetical protein
BMKFACGC_00478	CDS	441				hypothetical protein
BMKFACGC_00479	CDS	1281	pucI		COG1953	Allantoin permease
BMKFACGC_00480	CDS	309				hypothetical protein
BMKFACGC_00481	CDS	339			COG3039	IS5 family transposase ISCaa8
BMKFACGC_00482	CDS	243				hypothetical protein
BMKFACGC_00483	CDS	1485				hypothetical protein
BMKFACGC_00484	CDS	1374				hypothetical protein
BMKFACGC_00485	CDS	369				hypothetical protein
BMKFACGC_00486	CDS	231				hypothetical protein
BMKFACGC_00487	CDS	1368	mntH_3			Divalent metal cation transporter MntH
BMKFACGC_00488	CDS	1260	tyrS_1	6.1.1.1		Tyrosine--tRNA ligase
BMKFACGC_00489	rRNA	1566				16S ribosomal RNA
BMKFACGC_00490	rRNA	2919				23S ribosomal RNA
BMKFACGC_00491	rRNA	117				5S ribosomal RNA
BMKFACGC_00492	tRNA	73				tRNA-Thr(ggt)
BMKFACGC_00493	CDS	519	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
BMKFACGC_00494	CDS	639				hypothetical protein
BMKFACGC_00495	CDS	447				hypothetical protein
BMKFACGC_00496	CDS	885				hypothetical protein
BMKFACGC_00497	CDS	879				hypothetical protein
BMKFACGC_00498	CDS	930			COG2826	IS30 family transposase ISLpl1
BMKFACGC_00499	CDS	426				hypothetical protein
BMKFACGC_00500	CDS	1335	garB	1.8.1.16		Glutathione amide reductase
BMKFACGC_00501	CDS	225				hypothetical protein
BMKFACGC_00502	CDS	183				hypothetical protein
BMKFACGC_00503	CDS	1182	napA_2			Na(+)/H(+) antiporter
BMKFACGC_00504	CDS	258				hypothetical protein
BMKFACGC_00505	CDS	750				hypothetical protein
BMKFACGC_00506	CDS	1344				hypothetical protein
BMKFACGC_00507	CDS	963	kdgK_4	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
BMKFACGC_00508	CDS	624	rmpA	4.1.2.43		3-hexulose-6-phosphate synthase
BMKFACGC_00509	CDS	543	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
BMKFACGC_00510	CDS	987	kdgR_2		COG1609	HTH-type transcriptional regulator KdgR
BMKFACGC_00511	CDS	324				hypothetical protein
BMKFACGC_00512	CDS	462				hypothetical protein
BMKFACGC_00513	CDS	2307	helD_1	3.6.4.12	COG3973	DNA helicase IV
BMKFACGC_00514	CDS	1017	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
BMKFACGC_00515	CDS	921	ppx_1	3.6.1.11	COG0248	Exopolyphosphatase
BMKFACGC_00516	CDS	1263	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
BMKFACGC_00517	CDS	966				hypothetical protein
BMKFACGC_00518	CDS	699	cobB	2.3.1.286		NAD-dependent protein deacetylase
BMKFACGC_00519	CDS	327				hypothetical protein
BMKFACGC_00520	CDS	846				hypothetical protein
BMKFACGC_00521	CDS	2031	metG	6.1.1.10		Methionine--tRNA ligase
BMKFACGC_00522	CDS	777	dtd3	3.1.1.96	COG0084	D-aminoacyl-tRNA deacylase
BMKFACGC_00523	CDS	573	rnmV	3.1.26.8	COG1658	Ribonuclease M5
BMKFACGC_00524	CDS	891	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
BMKFACGC_00525	CDS	237	veg		COG4466	Protein Veg
BMKFACGC_00526	CDS	855	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
BMKFACGC_00527	CDS	579				hypothetical protein
BMKFACGC_00528	CDS	624				ISL3 family transposase ISP1
BMKFACGC_00529	CDS	339			COG3039	IS5 family transposase ISCaa8
BMKFACGC_00530	CDS	309				hypothetical protein
BMKFACGC_00531	CDS	1026			COG2826	IS30 family transposase ISSag3
BMKFACGC_00532	CDS	648				ISL3 family transposase ISP1
BMKFACGC_00533	CDS	2289	xylQ	3.2.1.177		Alpha-xylosidase XylQ
BMKFACGC_00534	CDS	1401	xylP_2			Isoprimeverose transporter
BMKFACGC_00535	CDS	1161	nanK	2.7.1.60		N-acetylmannosamine kinase
BMKFACGC_00536	CDS	126				hypothetical protein
BMKFACGC_00537	CDS	1476	bglA	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
BMKFACGC_00538	CDS	918	bglK_1	2.7.1.85		Beta-glucoside kinase
BMKFACGC_00539	CDS	492				hypothetical protein
BMKFACGC_00540	CDS	321				hypothetical protein
BMKFACGC_00541	CDS	747				hypothetical protein
BMKFACGC_00542	CDS	852		7.6.2.-	COG1131	Fluoroquinolones export ATP-binding protein
BMKFACGC_00543	CDS	783				hypothetical protein
BMKFACGC_00544	CDS	921			COG2826	IS30 family transposase ISLsa1
BMKFACGC_00545	CDS	162				hypothetical protein
BMKFACGC_00546	CDS	996				hypothetical protein
BMKFACGC_00547	CDS	927	mntA		COG0803	Manganese-binding lipoprotein MntA
BMKFACGC_00548	CDS	699	mntB		COG1121	Manganese transport system ATP-binding protein MntB
BMKFACGC_00549	CDS	798	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
BMKFACGC_00550	CDS	189				hypothetical protein
BMKFACGC_00551	CDS	441				hypothetical protein
BMKFACGC_00552	CDS	840	purR		COG0503	Purine biosynthesis transcriptional repressor PurR
BMKFACGC_00553	CDS	1380	glmU			Bifunctional protein GlmU
BMKFACGC_00554	CDS	981	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
BMKFACGC_00555	CDS	360				hypothetical protein
BMKFACGC_00556	CDS	417				hypothetical protein
BMKFACGC_00557	CDS	729	gmuR		COG2188	HTH-type transcriptional regulator GmuR
BMKFACGC_00558	CDS	2460	xpkA	4.1.2.9		Xylulose-5-phosphate phosphoketolase
BMKFACGC_00559	CDS	816	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
BMKFACGC_00560	CDS	1359				hypothetical protein
BMKFACGC_00561	CDS	840	lipL	2.3.1.204	COG0095	Octanoyl-[GcvH]:protein N-octanoyltransferase
BMKFACGC_00562	CDS	441	ywiB		COG4506	putative beta-barrel protein YwiB
BMKFACGC_00563	CDS	669	rpoE			putative DNA-directed RNA polymerase subunit delta
BMKFACGC_00564	CDS	1608	pyrG	6.3.4.2	COG0504	CTP synthase
BMKFACGC_00565	CDS	2124				hypothetical protein
BMKFACGC_00566	CDS	1710				hypothetical protein
BMKFACGC_00567	CDS	423				hypothetical protein
BMKFACGC_00568	CDS	1677	alsS	2.2.1.6	COG0028	Acetolactate synthase
BMKFACGC_00569	CDS	714	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
BMKFACGC_00570	CDS	4641				hypothetical protein
BMKFACGC_00571	CDS	1287	murA1_1	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
BMKFACGC_00572	CDS	252	rpmE2		COG0254	Large ribosomal subunit protein bL31B
BMKFACGC_00573	CDS	714	strA	3.4.22.-	COG3764	Sortase A
BMKFACGC_00574	CDS	576				hypothetical protein
BMKFACGC_00575	CDS	624				hypothetical protein
BMKFACGC_00576	CDS	633				hypothetical protein
BMKFACGC_00577	CDS	1197				hypothetical protein
BMKFACGC_00578	CDS	1257				hypothetical protein
BMKFACGC_00579	CDS	423				hypothetical protein
BMKFACGC_00580	CDS	690				hypothetical protein
BMKFACGC_00581	CDS	675				hypothetical protein
BMKFACGC_00582	CDS	1020				hypothetical protein
BMKFACGC_00583	CDS	2136				hypothetical protein
BMKFACGC_00584	CDS	1575				hypothetical protein
BMKFACGC_00585	CDS	474				hypothetical protein
BMKFACGC_00586	CDS	471	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
BMKFACGC_00587	CDS	576	lemA		COG1704	Protein LemA
BMKFACGC_00588	CDS	897	htpX	3.4.24.-	COG0501	Protease HtpX 
BMKFACGC_00589	CDS	786				hypothetical protein
BMKFACGC_00590	CDS	1386	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
BMKFACGC_00591	CDS	1572	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
BMKFACGC_00592	CDS	1143				hypothetical protein
BMKFACGC_00593	CDS	369	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
BMKFACGC_00594	CDS	1122	alr	5.1.1.1		Alanine racemase
BMKFACGC_00595	CDS	228				hypothetical protein
BMKFACGC_00596	CDS	381	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
BMKFACGC_00597	CDS	642				hypothetical protein
BMKFACGC_00598	CDS	120				hypothetical protein
BMKFACGC_00599	CDS	1389				hypothetical protein
BMKFACGC_00600	CDS	957	ldh_1	1.1.1.27		L-lactate dehydrogenase
BMKFACGC_00601	CDS	558	pth	3.1.1.29		Peptidyl-tRNA hydrolase
BMKFACGC_00602	CDS	3543	mfd	3.6.4.-		Transcription-repair-coupling factor
BMKFACGC_00603	CDS	1581	murJ_1			lipid II flippase MurJ
BMKFACGC_00604	CDS	273	rqcP		COG1188	RQC P-site tRNA stabilizing factor
BMKFACGC_00605	CDS	411				hypothetical protein
BMKFACGC_00606	CDS	546	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
BMKFACGC_00607	CDS	1353	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
BMKFACGC_00608	CDS	543	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
BMKFACGC_00609	CDS	2100	ftsH_1	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
BMKFACGC_00610	CDS	1263				ISL3 family transposase ISP1
BMKFACGC_00611	CDS	888	hslO			33 kDa chaperonin
BMKFACGC_00612	CDS	168	dusB_1	1.3.1.-		tRNA-dihydrouridine synthase B
BMKFACGC_00613	CDS	930			COG2826	IS30 family transposase ISLpl1
BMKFACGC_00614	CDS	837	dusB_2	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
BMKFACGC_00615	rRNA	1566				16S ribosomal RNA
BMKFACGC_00616	tRNA	77				tRNA-Ile(gat)
BMKFACGC_00617	tRNA	75				tRNA-Ala(tgc)
BMKFACGC_00618	rRNA	2919				23S ribosomal RNA
BMKFACGC_00619	rRNA	117				5S ribosomal RNA
BMKFACGC_00620	tRNA	76				tRNA-Asn(gtt)
BMKFACGC_00621	tRNA	76				tRNA-Thr(cgt)
BMKFACGC_00622	CDS	321				hypothetical protein
BMKFACGC_00623	CDS	1608	dtpT			Di-/tripeptide transporter
BMKFACGC_00624	CDS	777				hypothetical protein
BMKFACGC_00625	tRNA	85				tRNA-Tyr(gta)
BMKFACGC_00626	tRNA	73				tRNA-Gln(ttg)
BMKFACGC_00627	CDS	804	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
BMKFACGC_00628	CDS	1143	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
BMKFACGC_00629	CDS	702	nagR_2		COG2188	HTH-type transcriptional repressor NagR
BMKFACGC_00630	CDS	507	mshD_1	2.3.1.189		Mycothiol acetyltransferase
BMKFACGC_00631	CDS	741	tagA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
BMKFACGC_00632	CDS	1467	pncB2	6.3.4.21		Nicotinate phosphoribosyltransferase pncB2
BMKFACGC_00633	CDS	831	nadE	6.3.1.5		NH(3)-dependent NAD(+) synthetase
BMKFACGC_00634	CDS	435				hypothetical protein
BMKFACGC_00635	CDS	2196	yhgF		COG2183	Protein YhgF
BMKFACGC_00636	CDS	480				Protein SprT-like protein
BMKFACGC_00637	CDS	882	thrB_1	2.7.1.39	COG0083	Homoserine kinase
BMKFACGC_00638	tRNA	88				tRNA-Leu(aag)
BMKFACGC_00639	CDS	945	graF	4.1.1.103		Gamma-resorcylate decarboxylase
BMKFACGC_00640	CDS	840		3.-.-.-		putative hydrolase
BMKFACGC_00641	CDS	552				hypothetical protein
BMKFACGC_00642	CDS	588				hypothetical protein
BMKFACGC_00643	CDS	438				hypothetical protein
BMKFACGC_00644	CDS	1407	mepA_1		COG0534	Multidrug export protein MepA
BMKFACGC_00645	CDS	612	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
BMKFACGC_00646	CDS	420				hypothetical protein
BMKFACGC_00647	CDS	504	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
BMKFACGC_00648	CDS	786	manY		COG3715	PTS system mannose-specific EIIC component
BMKFACGC_00649	CDS	828	manZ		COG3716	PTS system mannose-specific EIID component
BMKFACGC_00650	CDS	1044				hypothetical protein
BMKFACGC_00651	CDS	1131				hypothetical protein
BMKFACGC_00652	CDS	648	pdeK	3.1.4.52	COG2199	putative cyclic di-GMP phosphodiesterase PdeK
BMKFACGC_00653	CDS	570				hypothetical protein
BMKFACGC_00654	CDS	2796	smc_1			Chromosome partition protein Smc
BMKFACGC_00655	CDS	915	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein PsaA
BMKFACGC_00656	CDS	1116	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
BMKFACGC_00657	CDS	948				hypothetical protein
BMKFACGC_00658	CDS	1032				hypothetical protein
BMKFACGC_00659	CDS	672	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
BMKFACGC_00660	CDS	1233				hypothetical protein
BMKFACGC_00661	CDS	1335	pepC	3.4.22.40		Aminopeptidase C
BMKFACGC_00662	CDS	171				hypothetical protein
BMKFACGC_00663	CDS	687	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
BMKFACGC_00664	CDS	342				hypothetical protein
BMKFACGC_00665	CDS	540	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
BMKFACGC_00666	CDS	1377	radA	3.6.4.-	COG1066	DNA repair protein RadA
BMKFACGC_00667	CDS	1185	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
BMKFACGC_00668	CDS	1491	gltX_2	6.1.1.17		Glutamate--tRNA ligase
BMKFACGC_00669	CDS	1413	cysS	6.1.1.16		Cysteine--tRNA ligase
BMKFACGC_00670	CDS	408	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
BMKFACGC_00671	CDS	768		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
BMKFACGC_00672	CDS	546				hypothetical protein
BMKFACGC_00673	CDS	570				hypothetical protein
BMKFACGC_00674	CDS	177	secE			Protein translocase subunit SecE
BMKFACGC_00675	CDS	549	nusG		COG0250	Transcription termination/antitermination protein NusG
BMKFACGC_00676	CDS	426	rplK			Large ribosomal subunit protein uL11
BMKFACGC_00677	CDS	699	rplA		COG0081	Large ribosomal subunit protein uL1
BMKFACGC_00678	CDS	507	rplJ			Large ribosomal subunit protein uL10
BMKFACGC_00679	CDS	369	rplL		COG0222	Large ribosomal subunit protein bL12
BMKFACGC_00680	CDS	681	mprA_2		COG0745	Response regulator MprA
BMKFACGC_00681	CDS	1389	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
BMKFACGC_00682	CDS	942	yfdH	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
BMKFACGC_00683	CDS	645				hypothetical protein
BMKFACGC_00684	CDS	2583				hypothetical protein
BMKFACGC_00685	CDS	2613	mprF	2.3.2.3	COG0392	Phosphatidylglycerol lysyltransferase
BMKFACGC_00686	CDS	579	yvdD		COG1611	LOG family protein YvdD
BMKFACGC_00687	CDS	915		1.1.1.35	COG1250	3-hydroxybutyryl-CoA dehydrogenase
BMKFACGC_00688	CDS	996	nrdF2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
BMKFACGC_00689	CDS	2166	nrdE	1.17.4.1		Ribonucleoside-diphosphate reductase subunit alpha
BMKFACGC_00690	CDS	228	nrdH		COG0695	Glutaredoxin-like protein NrdH
BMKFACGC_00691	CDS	363	rsmC	2.1.1.172		Ribosomal RNA small subunit methyltransferase C
BMKFACGC_00692	CDS	192				hypothetical protein
BMKFACGC_00693	CDS	552	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
BMKFACGC_00694	CDS	1731	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
BMKFACGC_00695	CDS	318				Nucleoid-associated protein
BMKFACGC_00696	CDS	600	recR		COG0353	Recombination protein RecR
BMKFACGC_00697	CDS	252				hypothetical protein
BMKFACGC_00698	CDS	660	tmk	2.7.4.9	COG0125	Thymidylate kinase
BMKFACGC_00699	CDS	330	darA		COG3870	Cyclic di-AMP receptor A
BMKFACGC_00700	CDS	1014	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
BMKFACGC_00701	CDS	342	yabA		COG4467	Replication initiation control protein YabA
BMKFACGC_00702	CDS	882	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
BMKFACGC_00703	CDS	741				hypothetical protein
BMKFACGC_00704	CDS	723	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
BMKFACGC_00705	CDS	609	rimI_1	2.3.1.266		[Ribosomal protein bS18]-alanine N-acetyltransferase
BMKFACGC_00706	CDS	1050	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
BMKFACGC_00707	CDS	1179	yycB		COG2807	putative transporter YycB
BMKFACGC_00708	CDS	297				hypothetical protein
BMKFACGC_00709	CDS	1953	yheS		COG0488	putative ATP-binding protein YheS
BMKFACGC_00710	CDS	639	rex		COG2344	Redox-sensing transcriptional repressor Rex
BMKFACGC_00711	CDS	285	groES			Co-chaperonin GroES
BMKFACGC_00712	CDS	1626	groEL	5.6.1.7	COG0459	Chaperonin GroEL
BMKFACGC_00713	CDS	1836	kimA		COG0531	Potassium transporter KimA
BMKFACGC_00714	CDS	1272				ISL3 family transposase ISSau8
BMKFACGC_00715	CDS	807	lrgB			Antiholin-like protein LrgB
BMKFACGC_00716	CDS	441	lrgA			Antiholin-like protein LrgA
BMKFACGC_00717	CDS	1095	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
BMKFACGC_00718	CDS	660				hypothetical protein
BMKFACGC_00719	CDS	1320	comFA	3.6.4.-	COG4098	Competence protein ComFA
BMKFACGC_00720	CDS	675	comFC		COG1040	Competence protein ComFC
BMKFACGC_00721	CDS	561	hpf			Ribosome hibernation promotion factor
BMKFACGC_00722	CDS	2364	secA	7.4.2.8	COG0653	Protein translocase subunit SecA
BMKFACGC_00723	CDS	999	prfB		COG1186	Peptide chain release factor 2
BMKFACGC_00724	CDS	1155	minJ		COG0265	Cell division topological determinant MinJ
BMKFACGC_00725	CDS	708	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
BMKFACGC_00726	CDS	1344	phoR	2.7.13.3	COG5002	Alkaline phosphatase synthesis sensor protein PhoR
BMKFACGC_00727	CDS	882	pstS1_1		COG0226	Phosphate-binding protein PstS 1
BMKFACGC_00728	CDS	927	pstC1		COG0573	Phosphate transport system permease protein PstC 1
BMKFACGC_00729	CDS	885				hypothetical protein
BMKFACGC_00730	CDS	825	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
BMKFACGC_00731	CDS	759	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
BMKFACGC_00732	CDS	681	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
BMKFACGC_00733	CDS	330				hypothetical protein
BMKFACGC_00734	CDS	372				hypothetical protein
BMKFACGC_00735	CDS	936	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
BMKFACGC_00736	CDS	864	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
BMKFACGC_00737	CDS	1014	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
BMKFACGC_00738	CDS	906	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
BMKFACGC_00739	CDS	942	trxB	1.8.1.9	COG0492	Thioredoxin reductase
BMKFACGC_00740	CDS	129				hypothetical protein
BMKFACGC_00741	CDS	642	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
BMKFACGC_00742	CDS	525				hypothetical protein
