query,genome,gene_cluster,gene_callers_id,subject,pident,alignment_length,evalue,bitscore,function
00000100|gene_cluster_GC_00002756|genome_name_P2020_Cocoa_CR|gene_callers_id_1183,P2020_Cocoa_CR,GC_00002756,1183,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000101|gene_cluster_GC_00002938|genome_name_P2176_Unknown_BE|gene_callers_id_1538,P2176_Unknown_BE,GC_00002938,1538,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000102|gene_cluster_GC_00002856|genome_name_P2764_Cocoa_VN|gene_callers_id_1714,P2764_Cocoa_VN,GC_00002856,1714,sp|O08455|YHAN_BACSU,26.061,165.0,2.16e-08,62.0,sp|O08455|YHAN_BACSU Uncharacterized protein YhaN OS=Bacillus subtilis (strain 168) OX=224308 GN=yhaN PE=2 SV=1
00000103|gene_cluster_GC_00002676|genome_name_P2176_Unknown_BE|gene_callers_id_1793,P2176_Unknown_BE,GC_00002676,1793,sp|A0A0H2UR96|GLYG_STRPN,32.314,229.0,4.04e-26,108.0,sp|A0A0H2UR96|GLYG_STRPN Glycosyltransferase GlyG OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=glyG PE=1 SV=1
00000104|gene_cluster_GC_00003073|genome_name_P2764_Cocoa_VN|gene_callers_id_1745,P2764_Cocoa_VN,GC_00003073,1745,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000105|gene_cluster_GC_00002672|genome_name_P3378_Banana_BE|gene_callers_id_1599,P3378_Banana_BE,GC_00002672,1599,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000106|gene_cluster_GC_00002308|genome_name_P360_Cocoa_CR|gene_callers_id_1889,P360_Cocoa_CR,GC_00002308,1889,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000107|gene_cluster_GC_00002308|genome_name_P360_Cocoa_CR|gene_callers_id_1890,P360_Cocoa_CR,GC_00002308,1890,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000108|gene_cluster_GC_00002495|genome_name_P3124_LMG_BE|gene_callers_id_1040,P3124_LMG_BE,GC_00002495,1040,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000109|gene_cluster_GC_00002495|genome_name_P3124_LMG_BE|gene_callers_id_200,P3124_LMG_BE,GC_00002495,200,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000110|gene_cluster_GC_00002840|genome_name_P360_Cocoa_CR|gene_callers_id_1497,P360_Cocoa_CR,GC_00002840,1497,sp|B7IE18|MURJ_THEAB,25.806,465.0,4.6800000000000005e-21,99.4,sp|B7IE18|MURJ_THEAB Lipid II flippase MurJ OS=Thermosipho africanus (strain TCF52B) OX=484019 GN=murJ PE=1 SV=1
00000111|gene_cluster_GC_00002534|genome_name_P2020_Cocoa_CR|gene_callers_id_1207,P2020_Cocoa_CR,GC_00002534,1207,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000112|gene_cluster_GC_00002806|genome_name_P2176_Unknown_BE|gene_callers_id_1745,P2176_Unknown_BE,GC_00002806,1745,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000113|gene_cluster_GC_00002832|genome_name_P3124_LMG_BE|gene_callers_id_1931,P3124_LMG_BE,GC_00002832,1931,sp|Q38441|YOR5_BPSPP,55.263,38.0,1.2e-06,43.5,sp|Q38441|YOR5_BPSPP Uncharacterized 10.3 kDa protein in GP2-GP6 intergenic region OS=Bacillus phage SPP1 OX=10724 PE=4 SV=1
00000114|gene_cluster_GC_00002779|genome_name_P2029_Cocoa_CR|gene_callers_id_1422,P2029_Cocoa_CR,GC_00002779,1422,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000115|gene_cluster_GC_00002528|genome_name_P2740_Qu_CN|gene_callers_id_1566,P2740_Qu_CN,GC_00002528,1566,sp|G3XP38|OTASE_ASPNA,30.11,362.0,2.1500000000000002e-32,130.0,sp|G3XP38|OTASE_ASPNA Ochratoxinase OS=Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7) OX=380704 GN=Am2 PE=1 SV=1
00000116|gene_cluster_GC_00002263|genome_name_P2740_Qu_CN|gene_callers_id_1842,P2740_Qu_CN,GC_00002263,1842,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000117|gene_cluster_GC_00002263|genome_name_P2740_Qu_CN|gene_callers_id_1243,P2740_Qu_CN,GC_00002263,1243,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000118|gene_cluster_GC_00002263|genome_name_P2740_Qu_CN|gene_callers_id_1933,P2740_Qu_CN,GC_00002263,1933,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000119|gene_cluster_GC_00002587|genome_name_P360_Cocoa_CR|gene_callers_id_1826,P360_Cocoa_CR,GC_00002587,1826,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000120|gene_cluster_GC_00002989|genome_name_P2764_Cocoa_VN|gene_callers_id_1589,P2764_Cocoa_VN,GC_00002989,1589,sp|P32057|WCAI_ECOLI,24.709,429.0,5.42e-18,88.6,sp|P32057|WCAI_ECOLI Putative colanic acid biosynthesis glycosyl transferase WcaI OS=Escherichia coli (strain K12) OX=83333 GN=wcaI PE=4 SV=1
00000121|gene_cluster_GC_00003150|genome_name_P815_Cocoa_CR|gene_callers_id_1876,P815_Cocoa_CR,GC_00003150,1876,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000122|gene_cluster_GC_00002751|genome_name_P815_Cocoa_CR|gene_callers_id_78,P815_Cocoa_CR,GC_00002751,78,sp|Q9S4X2|YUBD_ECOLI,28.194,227.0,1.49e-15,79.0,sp|Q9S4X2|YUBD_ECOLI Putative methylase YubD OS=Escherichia coli (strain K12) OX=83333 GN=yubD PE=3 SV=1
00000123|gene_cluster_GC_00002705|genome_name_P2711_SD_BE|gene_callers_id_520,P2711_SD_BE,GC_00002705,520,sp|Q01336|YCR2_PSEVU,53.875,529.0,0.0,613.0,sp|Q01336|YCR2_PSEVU Uncharacterized family 31 glucosidase ORF2 (Fragment) OS=Pseudescherichia vulneris OX=566 PE=3 SV=1
00000124|gene_cluster_GC_00003107|genome_name_P2763_Cocoa_VN|gene_callers_id_1790,P2763_Cocoa_VN,GC_00003107,1790,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000125|gene_cluster_GC_00002527|genome_name_P2764_Cocoa_VN|gene_callers_id_1656,P2764_Cocoa_VN,GC_00002527,1656,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000126|gene_cluster_GC_00002648|genome_name_P800_Unknown_BE|gene_callers_id_1945,P800_Unknown_BE,GC_00002648,1945,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000127|gene_cluster_GC_00002544|genome_name_P2024_Cocoa_CR|gene_callers_id_1831,P2024_Cocoa_CR,GC_00002544,1831,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000128|gene_cluster_GC_00002767|genome_name_Reference|gene_callers_id_160,Reference,GC_00002767,160,sp|Q7WTB0|LACR_LACHE,41.141,333.0,3.86e-86,265.0,sp|Q7WTB0|LACR_LACHE HTH-type transcriptional regulator LacR OS=Lactobacillus helveticus OX=1587 GN=lacR PE=2 SV=1
00000129|gene_cluster_GC_00003115|genome_name_P2712_SD_BE|gene_callers_id_229,P2712_SD_BE,GC_00003115,229,sp|P96633|YDCP_BACSU,36.364,110.0,3.47e-08,50.8,sp|P96633|YDCP_BACSU Putative uncharacterized protein YdcP OS=Bacillus subtilis (strain 168) OX=224308 GN=ydcP PE=4 SV=1
00000130|gene_cluster_GC_00002523|genome_name_P3124_LMG_BE|gene_callers_id_225,P3124_LMG_BE,GC_00002523,225,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000131|gene_cluster_GC_00002812|genome_name_P2176_Unknown_BE|gene_callers_id_1531,P2176_Unknown_BE,GC_00002812,1531,sp|Q57594|T1S1_METJA,28.431,408.0,1.4e-32,130.0,sp|Q57594|T1S1_METJA Type I restriction enzyme MjaVII specificity subunit OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ0130 PE=1 SV=3
00000132|gene_cluster_GC_00002556|genome_name_P2052_Cocoa_CR|gene_callers_id_696,P2052_Cocoa_CR,GC_00002556,696,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000133|gene_cluster_GC_00002722|genome_name_P815_Cocoa_CR|gene_callers_id_75,P815_Cocoa_CR,GC_00002722,75,sp|Q9MCT1|TERL_BPHK7,32.794,494.0,5.37e-75,249.0,"sp|Q9MCT1|TERL_BPHK7 Terminase, large subunit OS=Enterobacteria phage HK97 OX=2681617 GN=2 PE=1 SV=1"
00000134|gene_cluster_GC_00002841|genome_name_P2746_Cocoa_VN|gene_callers_id_1226,P2746_Cocoa_VN,GC_00002841,1226,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000135|gene_cluster_GC_00002578|genome_name_P2746_Cocoa_VN|gene_callers_id_1797,P2746_Cocoa_VN,GC_00002578,1797,sp|P71057|EPSH_BACSU,25.974,231.0,1.99e-22,99.4,sp|P71057|EPSH_BACSU Putative glycosyltransferase EpsH OS=Bacillus subtilis (strain 168) OX=224308 GN=epsH PE=2 SV=1
00000136|gene_cluster_GC_00002624|genome_name_P815_Cocoa_CR|gene_callers_id_89,P815_Cocoa_CR,GC_00002624,89,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000137|gene_cluster_GC_00002951|genome_name_P2052_Cocoa_CR|gene_callers_id_1115,P2052_Cocoa_CR,GC_00002951,1115,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000138|gene_cluster_GC_00003106|genome_name_P3124_LMG_BE|gene_callers_id_1911,P3124_LMG_BE,GC_00003106,1911,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000139|gene_cluster_GC_00003131|genome_name_P2740_Qu_CN|gene_callers_id_1854,P2740_Qu_CN,GC_00003131,1854,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000140|gene_cluster_GC_00002696|genome_name_P2176_Unknown_BE|gene_callers_id_1233,P2176_Unknown_BE,GC_00002696,1233,sp|Q0P9C7|PGLJ_CAMJE,28.729,181.0,6.02e-15,78.6,"sp|Q0P9C7|PGLJ_CAMJE N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase OS=Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168) OX=192222 GN=pglJ PE=1 SV=1"
00000141|gene_cluster_GC_00002897|genome_name_P2746_Cocoa_VN|gene_callers_id_213,P2746_Cocoa_VN,GC_00002897,213,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000142|gene_cluster_GC_00003030|genome_name_P3124_LMG_BE|gene_callers_id_1032,P3124_LMG_BE,GC_00003030,1032,sp|Q0PDK7|TMP_BPSPP,32.812,320.0,7.659999999999999e-41,166.0,sp|Q0PDK7|TMP_BPSPP Tail tape measure protein gp18 OS=Bacillus phage SPP1 OX=10724 PE=4 SV=1
00000143|gene_cluster_GC_00003149|genome_name_P3378_Banana_BE|gene_callers_id_1777,P3378_Banana_BE,GC_00003149,1777,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000144|gene_cluster_GC_00002758|genome_name_P815_Cocoa_CR|gene_callers_id_838,P815_Cocoa_CR,GC_00002758,838,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000145|gene_cluster_GC_00002689|genome_name_P3124_LMG_BE|gene_callers_id_583,P3124_LMG_BE,GC_00002689,583,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000146|gene_cluster_GC_00002698|genome_name_P800_Unknown_BE|gene_callers_id_1857,P800_Unknown_BE,GC_00002698,1857,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000147|gene_cluster_GC_00002819|genome_name_P2711_SD_BE|gene_callers_id_310,P2711_SD_BE,GC_00002819,310,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000148|gene_cluster_GC_00002633|genome_name_P2740_Qu_CN|gene_callers_id_1941,P2740_Qu_CN,GC_00002633,1941,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000149|gene_cluster_GC_00003139|genome_name_P2052_Cocoa_CR|gene_callers_id_643,P2052_Cocoa_CR,GC_00003139,643,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000150|gene_cluster_GC_00003042|genome_name_P2712_SD_BE|gene_callers_id_816,P2712_SD_BE,GC_00003042,816,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000151|gene_cluster_GC_00002591|genome_name_P2020_Cocoa_CR|gene_callers_id_1184,P2020_Cocoa_CR,GC_00002591,1184,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000152|gene_cluster_GC_00002677|genome_name_P2024_Cocoa_CR|gene_callers_id_1578,P2024_Cocoa_CR,GC_00002677,1578,sp|P0ADI3|TNR3_KLEPN,52.941,34.0,0.004,40.4,sp|P0ADI3|TNR3_KLEPN Transposon Tn3 resolvase OS=Klebsiella pneumoniae OX=573 GN=tnpR PE=3 SV=1
00000153|gene_cluster_GC_00002983|genome_name_P815_Cocoa_CR|gene_callers_id_66,P815_Cocoa_CR,GC_00002983,66,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000154|gene_cluster_GC_00002694|genome_name_P3124_LMG_BE|gene_callers_id_1954,P3124_LMG_BE,GC_00002694,1954,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000155|gene_cluster_GC_00002516|genome_name_P2029_Cocoa_CR|gene_callers_id_467,P2029_Cocoa_CR,GC_00002516,467,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000156|gene_cluster_GC_00002894|genome_name_P3378_Banana_BE|gene_callers_id_966,P3378_Banana_BE,GC_00002894,966,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000157|gene_cluster_GC_00003014|genome_name_P363_Unknown_BE|gene_callers_id_795,P363_Unknown_BE,GC_00003014,795,sp|A0A0H2UR96|GLYG_STRPN,31.12,241.0,9.860000000000001e-26,105.0,sp|A0A0H2UR96|GLYG_STRPN Glycosyltransferase GlyG OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=glyG PE=1 SV=1
00000158|gene_cluster_GC_00002641|genome_name_P2764_Cocoa_VN|gene_callers_id_1708,P2764_Cocoa_VN,GC_00002641,1708,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000159|gene_cluster_GC_00002943|genome_name_P240_SD_IT|gene_callers_id_2082,P240_SD_IT,GC_00002943,2082,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000160|gene_cluster_GC_00002872|genome_name_P3124_LMG_BE|gene_callers_id_1061,P3124_LMG_BE,GC_00002872,1061,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000161|gene_cluster_GC_00002946|genome_name_P2764_Cocoa_VN|gene_callers_id_1813,P2764_Cocoa_VN,GC_00002946,1813,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000162|gene_cluster_GC_00002687|genome_name_P2029_Cocoa_CR|gene_callers_id_469,P2029_Cocoa_CR,GC_00002687,469,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000163|gene_cluster_GC_00003120|genome_name_P2764_Cocoa_VN|gene_callers_id_1853,P2764_Cocoa_VN,GC_00003120,1853,sp|P0AE71|MAZF_ECO57,40.244,82.0,1.83e-09,54.7,sp|P0AE71|MAZF_ECO57 Endoribonuclease MazF OS=Escherichia coli O157:H7 OX=83334 GN=mazF PE=3 SV=1
00000164|gene_cluster_GC_00002526|genome_name_P2764_Cocoa_VN|gene_callers_id_1588,P2764_Cocoa_VN,GC_00002526,1588,sp|Q8L2J6|CAPD_RICTY,60.234,342.0,1.4300000000000002e-144,415.0,sp|Q8L2J6|CAPD_RICTY UDP-glucose 4-epimerase OS=Rickettsia typhi (strain ATCC VR-144 / Wilmington) OX=257363 GN=capD PE=3 SV=1
00000165|gene_cluster_GC_00002920|genome_name_P2176_Unknown_BE|gene_callers_id_1389,P2176_Unknown_BE,GC_00002920,1389,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000166|gene_cluster_GC_00002537|genome_name_P815_Cocoa_CR|gene_callers_id_77,P815_Cocoa_CR,GC_00002537,77,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000167|gene_cluster_GC_00003047|genome_name_P2029_Cocoa_CR|gene_callers_id_655,P2029_Cocoa_CR,GC_00003047,655,sp|P0DW60|THSA_ENTFC,35.294,102.0,1.98e-07,57.4,sp|P0DW60|THSA_ENTFC NAD(+) hydrolase ThsA OS=Enterococcus faecium OX=1352 GN=thsA PE=1 SV=1
00000168|gene_cluster_GC_00003110|genome_name_Reference|gene_callers_id_1492,Reference,GC_00003110,1492,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000169|gene_cluster_GC_00002732|genome_name_P2176_Unknown_BE|gene_callers_id_1982,P2176_Unknown_BE,GC_00002732,1982,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000170|gene_cluster_GC_00002651|genome_name_P3124_LMG_BE|gene_callers_id_113,P3124_LMG_BE,GC_00002651,113,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000171|gene_cluster_GC_00002813|genome_name_P3124_LMG_BE|gene_callers_id_1807,P3124_LMG_BE,GC_00002813,1807,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000172|gene_cluster_GC_00002685|genome_name_P3124_LMG_BE|gene_callers_id_1862,P3124_LMG_BE,GC_00002685,1862,sp|P77735|YAJO_ECOLI,44.444,153.0,2.5500000000000002e-43,148.0,sp|P77735|YAJO_ECOLI 1-deoxyxylulose-5-phosphate synthase YajO OS=Escherichia coli (strain K12) OX=83333 GN=yajO PE=1 SV=2
00000173|gene_cluster_GC_00002741|genome_name_P3124_LMG_BE|gene_callers_id_1124,P3124_LMG_BE,GC_00002741,1124,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000174|gene_cluster_GC_00002671|genome_name_P815_Cocoa_CR|gene_callers_id_92,P815_Cocoa_CR,GC_00002671,92,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000175|gene_cluster_GC_00003080|genome_name_P800_Unknown_BE|gene_callers_id_1250,P800_Unknown_BE,GC_00003080,1250,sp|P46918|GGAB_BACSU,28.362,409.0,3.09e-37,147.0,sp|P46918|GGAB_BACSU Minor teichoic acid biosynthesis protein GgaB OS=Bacillus subtilis (strain 168) OX=224308 GN=ggaB PE=3 SV=1
00000176|gene_cluster_GC_00002670|genome_name_P800_Unknown_BE|gene_callers_id_1249,P800_Unknown_BE,GC_00002670,1249,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000177|gene_cluster_GC_00002845|genome_name_P2712_SD_BE|gene_callers_id_825,P2712_SD_BE,GC_00002845,825,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000178|gene_cluster_GC_00002704|genome_name_P3124_LMG_BE|gene_callers_id_1047,P3124_LMG_BE,GC_00002704,1047,sp|P68929|TERS_BPRH5,49.219,128.0,3.2900000000000004e-32,114.0,sp|P68929|TERS_BPRH5 Terminase small subunit OS=Bacillus phage rho15 OX=36451 GN=1 PE=3 SV=2
00000179|gene_cluster_GC_00002638|genome_name_P2712_SD_BE|gene_callers_id_1941,P2712_SD_BE,GC_00002638,1941,sp|P71055|EPSF_BACSU,27.247,356.0,6.72e-29,118.0,sp|P71055|EPSF_BACSU Putative glycosyltransferase EpsF OS=Bacillus subtilis (strain 168) OX=224308 GN=epsF PE=2 SV=1
00000180|gene_cluster_GC_00002907|genome_name_P815_Cocoa_CR|gene_callers_id_83,P815_Cocoa_CR,GC_00002907,83,sp|Q9T1Q4|VP44_BPAPS,46.067,89.0,1.91e-18,75.9,sp|Q9T1Q4|VP44_BPAPS Putative nuclease p44 OS=Acyrthosiphon pisum secondary endosymbiont phage 1 OX=2682836 GN=44 PE=3 SV=1
00000181|gene_cluster_GC_00002632|genome_name_P3124_LMG_BE|gene_callers_id_205,P3124_LMG_BE,GC_00002632,205,sp|P68928|TERS_BPSF6,42.342,111.0,3.76e-17,77.0,sp|P68928|TERS_BPSF6 Terminase small subunit OS=Bacillus phage SF6 OX=10773 GN=1 PE=1 SV=2
00000182|gene_cluster_GC_00002539|genome_name_P3124_LMG_BE|gene_callers_id_1431,P3124_LMG_BE,GC_00002539,1431,sp|Q6L5S6|WEFC_STROR,63.526,329.0,3.45e-160,453.0,sp|Q6L5S6|WEFC_STROR Receptor polysaccharide phosphotransferase WefC OS=Streptococcus oralis OX=1303 GN=wefC PE=3 SV=1
00000183|gene_cluster_GC_00002548|genome_name_Reference|gene_callers_id_209,Reference,GC_00002548,209,sp|Q4K0S9|WCWK3_STREE,33.841,328.0,3.02e-57,191.0,sp|Q4K0S9|WCWK3_STREE Capsular polysaccharide phosphotransferase WcwK OS=Streptococcus pneumoniae OX=1313 GN=wcwK PE=3 SV=1
00000184|gene_cluster_GC_00002875|genome_name_P2052_Cocoa_CR|gene_callers_id_1457,P2052_Cocoa_CR,GC_00002875,1457,sp|A0A0A7HGA1|CSM4_STRTR,41.883,308.0,4.1799999999999997e-69,222.0,sp|A0A0A7HGA1|CSM4_STRTR CRISPR system Cms protein Csm4 OS=Streptococcus thermophilus OX=1308 GN=csm4 PE=1 SV=1
00000185|gene_cluster_GC_00002533|genome_name_P2020_Cocoa_CR|gene_callers_id_1206,P2020_Cocoa_CR,GC_00002533,1206,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000186|gene_cluster_GC_00002786|genome_name_P2020_Cocoa_CR|gene_callers_id_342,P2020_Cocoa_CR,GC_00002786,342,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000187|gene_cluster_GC_00002839|genome_name_P2024_Cocoa_CR|gene_callers_id_1663,P2024_Cocoa_CR,GC_00002839,1663,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000188|gene_cluster_GC_00003040|genome_name_P2764_Cocoa_VN|gene_callers_id_1307,P2764_Cocoa_VN,GC_00003040,1307,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000189|gene_cluster_GC_00002826|genome_name_P2740_Qu_CN|gene_callers_id_1010,P2740_Qu_CN,GC_00002826,1010,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000190|gene_cluster_GC_00002614|genome_name_P3124_LMG_BE|gene_callers_id_202,P3124_LMG_BE,GC_00002614,202,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000191|gene_cluster_GC_00002859|genome_name_P2711_SD_BE|gene_callers_id_851,P2711_SD_BE,GC_00002859,851,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000192|gene_cluster_GC_00002969|genome_name_P3124_LMG_BE|gene_callers_id_1123,P3124_LMG_BE,GC_00002969,1123,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000193|gene_cluster_GC_00002833|genome_name_P2052_Cocoa_CR|gene_callers_id_1456,P2052_Cocoa_CR,GC_00002833,1456,sp|A0A0A7HIF0|CSM3_STRTR,62.1,219.0,5.65e-93,274.0,sp|A0A0A7HIF0|CSM3_STRTR CRISPR system Cms endoribonuclease Csm3 OS=Streptococcus thermophilus OX=1308 GN=csm3 PE=1 SV=1
00000194|gene_cluster_GC_00002971|genome_name_P815_Cocoa_CR|gene_callers_id_68,P815_Cocoa_CR,GC_00002971,68,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000195|gene_cluster_GC_00003119|genome_name_P2176_Unknown_BE|gene_callers_id_1832,P2176_Unknown_BE,GC_00003119,1832,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000196|gene_cluster_GC_00003045|genome_name_P2712_SD_BE|gene_callers_id_931,P2712_SD_BE,GC_00003045,931,sp|O67422|METF_AQUAE,36.232,276.0,9.020000000000001e-57,187.0,"sp|O67422|METF_AQUAE 5,10-methylenetetrahydrofolate reductase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=metF PE=3 SV=1"
00000197|gene_cluster_GC_00002855|genome_name_P815_Cocoa_CR|gene_callers_id_1081,P815_Cocoa_CR,GC_00002855,1081,sp|Q88XJ7|CPS2G_LACPL,48.624,327.0,1.8699999999999998e-108,322.0,sp|Q88XJ7|CPS2G_LACPL Exopolysaccharide phosphotransferase cps2G OS=Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) OX=220668 GN=cps2G PE=3 SV=1
00000198|gene_cluster_GC_00002655|genome_name_P2020_Cocoa_CR|gene_callers_id_1848,P2020_Cocoa_CR,GC_00002655,1848,sp|Q6YRM6|Y8219_ORYSJ,31.724,145.0,1.53e-12,72.0,sp|Q6YRM6|Y8219_ORYSJ Glycosyltransferase family 92 protein Os08g0121900 OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0121900 PE=2 SV=1
00000199|gene_cluster_GC_00002584|genome_name_P3124_LMG_BE|gene_callers_id_1587,P3124_LMG_BE,GC_00002584,1587,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000200|gene_cluster_GC_00002729|genome_name_P2176_Unknown_BE|gene_callers_id_1224,P2176_Unknown_BE,GC_00002729,1224,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000201|gene_cluster_GC_00002922|genome_name_P2764_Cocoa_VN|gene_callers_id_992,P2764_Cocoa_VN,GC_00002922,992,sp|P96629|INT_BACSU,51.304,115.0,2.2099999999999998e-30,114.0,sp|P96629|INT_BACSU ICEBs1 integrase OS=Bacillus subtilis (strain 168) OX=224308 GN=int PE=3 SV=1
00000202|gene_cluster_GC_00002957|genome_name_P2711_SD_BE|gene_callers_id_1290,P2711_SD_BE,GC_00002957,1290,sp|P0AA47|PLAP_ECOLI,31.929,451.0,4.49e-60,206.0,sp|P0AA47|PLAP_ECOLI Low-affinity putrescine importer PlaP OS=Escherichia coli (strain K12) OX=83333 GN=plaP PE=1 SV=1
00000203|gene_cluster_GC_00002795|genome_name_P3124_LMG_BE|gene_callers_id_1063,P3124_LMG_BE,GC_00002795,1063,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000204|gene_cluster_GC_00002549|genome_name_P2712_SD_BE|gene_callers_id_1932,P2712_SD_BE,GC_00002549,1932,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000205|gene_cluster_GC_00002407|genome_name_P2763_Cocoa_VN|gene_callers_id_1828,P2763_Cocoa_VN,GC_00002407,1828,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000206|gene_cluster_GC_00002407|genome_name_P2763_Cocoa_VN|gene_callers_id_1827,P2763_Cocoa_VN,GC_00002407,1827,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000207|gene_cluster_GC_00002831|genome_name_P2020_Cocoa_CR|gene_callers_id_1189,P2020_Cocoa_CR,GC_00002831,1189,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000208|gene_cluster_GC_00002962|genome_name_P815_Cocoa_CR|gene_callers_id_85,P815_Cocoa_CR,GC_00002962,85,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
