locus_tag	ftype	length_bp	gene	EC_number	COG	product
HLLCJJMH_00384	CDS	1365	sasA_1	2.7.13.3		Adaptive-response sensory-kinase SasA
HLLCJJMH_00385	CDS	702	trcR		COG0745	Transcriptional regulatory protein TrcR
HLLCJJMH_00386	CDS	297				hypothetical protein
HLLCJJMH_00387	CDS	642	yhfK_2	4.-.-.-	COG0702	putative sugar epimerase YhfK
HLLCJJMH_00388	CDS	1212		1.6.5.9	COG1252	Type II NADH:quinone oxidoreductase
HLLCJJMH_00389	CDS	519	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
HLLCJJMH_00390	CDS	567				hypothetical protein
HLLCJJMH_00391	CDS	1416	gabD1_2	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
HLLCJJMH_00392	CDS	759	bhcR		COG1414	HTH-type transcriptional regulator BhcR
HLLCJJMH_00393	CDS	747				hypothetical protein
HLLCJJMH_00394	CDS	276				hypothetical protein
HLLCJJMH_00395	CDS	93				hypothetical protein
HLLCJJMH_00396	CDS	846	kduI1_2	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1
HLLCJJMH_00397	CDS	816	kduD_2	1.1.1.127	COG1028	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
HLLCJJMH_00398	CDS	1011	kdgT			2-keto-3-deoxygluconate permease
HLLCJJMH_00399	CDS	963	kdgK_2	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
HLLCJJMH_00400	CDS	654	kdgA	4.1.2.14	COG0800	2-dehydro-3-deoxy-phosphogluconate aldolase
HLLCJJMH_00401	CDS	516				hypothetical protein
HLLCJJMH_00402	CDS	750	adh_2	1.1.1.-		NADP-dependent (R)-specific alcohol dehydrogenase
HLLCJJMH_00403	CDS	1380	mntH_2			Divalent metal cation transporter MntH
HLLCJJMH_00404	CDS	855	degV_1		COG1307	Protein DegV
HLLCJJMH_00405	CDS	1410	nox_1	1.6.3.4	COG0446	NADH oxidase
HLLCJJMH_00406	CDS	327	trxA_1		COG3118	Thioredoxin
HLLCJJMH_00407	CDS	264				hypothetical protein
HLLCJJMH_00408	CDS	393	fluC1		COG0239	Fluoride-specific ion channel FluC 1
HLLCJJMH_00409	CDS	357	fluC2		COG0239	Fluoride-specific ion channel FluC 2
HLLCJJMH_00410	CDS	849				hypothetical protein
HLLCJJMH_00411	CDS	855	lipM	3.1.1.-	COG0657	putative carboxylic ester hydrolase LipM
HLLCJJMH_00412	CDS	474	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
HLLCJJMH_00413	CDS	1086				hypothetical protein
HLLCJJMH_00414	CDS	1314				hypothetical protein
HLLCJJMH_00415	CDS	894				hypothetical protein
HLLCJJMH_00416	CDS	858	catM		COG0583	HTH-type transcriptional regulator CatM
HLLCJJMH_00417	CDS	846				hypothetical protein
HLLCJJMH_00418	CDS	378				hypothetical protein
HLLCJJMH_00419	CDS	759	adh_3	1.1.1.-		NADP-dependent (R)-specific alcohol dehydrogenase
HLLCJJMH_00420	CDS	1236	sbnD_2		COG2814	Staphyloferrin B transporter
HLLCJJMH_00421	CDS	672	ywaC	2.7.6.5	COG2357	GTP pyrophosphokinase YwaC
HLLCJJMH_00422	CDS	201				hypothetical protein
HLLCJJMH_00423	CDS	1167	napA_1			Na(+)/H(+) antiporter
HLLCJJMH_00424	CDS	183				hypothetical protein
HLLCJJMH_00425	CDS	2721				hypothetical protein
HLLCJJMH_00426	CDS	693	arlR_1		COG0745	Response regulator ArlR
HLLCJJMH_00427	CDS	1341	sasA_2	2.7.13.3		Adaptive-response sensory-kinase SasA
HLLCJJMH_00428	CDS	966	malR		COG1609	HTH-type transcriptional regulator MalR
HLLCJJMH_00429	CDS	1374				hypothetical protein
HLLCJJMH_00430	CDS	2271	malP	2.4.1.8		Maltose phosphorylase
HLLCJJMH_00431	CDS	438				hypothetical protein
HLLCJJMH_00432	CDS	270	rpsN2		COG0199	Small ribosomal subunit protein uS14A
HLLCJJMH_00433	CDS	1032		5.1.3.21	COG2017	Maltose epimerase
HLLCJJMH_00434	CDS	825				hypothetical protein
HLLCJJMH_00435	CDS	819	ybiV_1	3.1.3.23	COG0561	Sugar phosphatase YbiV
HLLCJJMH_00436	CDS	384				hypothetical protein
HLLCJJMH_00437	CDS	1815				hypothetical protein
HLLCJJMH_00438	CDS	429	spx_1		COG1393	Global transcriptional regulator Spx
HLLCJJMH_00439	CDS	777				hypothetical protein
HLLCJJMH_00440	CDS	843				hypothetical protein
HLLCJJMH_00441	CDS	2088				hypothetical protein
HLLCJJMH_00442	CDS	741				hypothetical protein
HLLCJJMH_00443	CDS	717	baiA	1.1.1.-	COG1028	3alpha-hydroxysteroid dehydrogenase
HLLCJJMH_00444	CDS	1239				hypothetical protein
HLLCJJMH_00445	CDS	1683	xynB_1	3.2.1.37		Beta-xylosidase
HLLCJJMH_00446	CDS	816	rhaS_1			HTH-type transcriptional activator RhaS
HLLCJJMH_00447	CDS	765		1.1.1.-	COG1028	3beta-hydroxysteroid dehydrogenase 2
HLLCJJMH_00448	CDS	858	qorB_1	1.6.5.2	COG0702	Quinone oxidoreductase 2
HLLCJJMH_00449	CDS	444	ywnA_1		COG1959	Putative HTH-type transcriptional regulator YwnA
HLLCJJMH_00450	CDS	2307				hypothetical protein
HLLCJJMH_00451	CDS	933				hypothetical protein
HLLCJJMH_00452	CDS	363	ytcD_1		COG1733	putative HTH-type transcriptional regulator YtcD
HLLCJJMH_00453	CDS	1206	ydhP		COG2814	Inner membrane transport protein YdhP
HLLCJJMH_00454	CDS	954	smoB	1.1.1.432	COG4989	6-dehydroglucose reductase
HLLCJJMH_00455	CDS	759	bceA		COG1136	Bacitracin export ATP-binding protein BceA
HLLCJJMH_00456	CDS	1812	bceB		COG0577	Bacitracin export permease protein BceB
HLLCJJMH_00457	CDS	372				hypothetical protein
HLLCJJMH_00458	CDS	405				hypothetical protein
HLLCJJMH_00459	CDS	1332				hypothetical protein
HLLCJJMH_00460	CDS	1809	zosA	7.2.2.20	COG2217	Zinc-transporting ATPase
HLLCJJMH_00461	CDS	684				hypothetical protein
HLLCJJMH_00462	CDS	1536	mco	1.-.-.-		Multicopper oxidase mco
HLLCJJMH_00463	CDS	339	czrA_1		COG0640	HTH-type transcriptional repressor CzrA
HLLCJJMH_00464	CDS	606				hypothetical protein
HLLCJJMH_00465	CDS	1032				hypothetical protein
HLLCJJMH_00466	CDS	888	cysL		COG0583	HTH-type transcriptional regulator CysL
HLLCJJMH_00467	CDS	1191	norA			Quinolone resistance protein NorA
HLLCJJMH_00468	CDS	861	rhaS_2			HTH-type transcriptional activator RhaS
HLLCJJMH_00469	CDS	1632	ybiT		COG0488	putative ATP-binding protein YbiT
HLLCJJMH_00470	CDS	783	ydjP	3.-.-.-	COG2267	AB hydrolase superfamily protein YdjP
HLLCJJMH_00471	CDS	954	lsrR		COG2390	Transcriptional regulator LsrR
HLLCJJMH_00472	CDS	1143		1.1.1.38		NAD-dependent malic enzyme
HLLCJJMH_00473	CDS	981				hypothetical protein
HLLCJJMH_00474	CDS	954	citC	6.2.1.22		[Citrate [pro-3S]-lyase] ligase
HLLCJJMH_00475	CDS	294	citD			Citrate lyase acyl carrier protein
HLLCJJMH_00476	CDS	915	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
HLLCJJMH_00477	CDS	1539	citF	4.1.3.6		Citrate lyase alpha chain
HLLCJJMH_00478	CDS	543	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
HLLCJJMH_00479	CDS	861	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
HLLCJJMH_00480	CDS	930				hypothetical protein
HLLCJJMH_00481	CDS	942	rihC_1	3.2.-.-		Non-specific ribonucleoside hydrolase RihC
HLLCJJMH_00482	CDS	216				hypothetical protein
HLLCJJMH_00483	CDS	1722	assT_1	2.8.2.22		Arylsulfate sulfotransferase AssT
HLLCJJMH_00484	CDS	714				hypothetical protein
HLLCJJMH_00485	CDS	720				hypothetical protein
HLLCJJMH_00486	CDS	375	ytrA		COG1725	HTH-type transcriptional repressor YtrA
HLLCJJMH_00487	CDS	894	ytrB_1		COG1131	ABC transporter ATP-binding protein YtrB
HLLCJJMH_00488	CDS	939				hypothetical protein
HLLCJJMH_00489	CDS	1041	cdaR_1		COG3835	Carbohydrate diacid regulator
HLLCJJMH_00490	CDS	1305				hypothetical protein
HLLCJJMH_00491	CDS	1140	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
HLLCJJMH_00492	CDS	1608	nhaK_1		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
HLLCJJMH_00493	CDS	1461				hypothetical protein
HLLCJJMH_00494	CDS	480				hypothetical protein
HLLCJJMH_00495	CDS	441				hypothetical protein
HLLCJJMH_00496	CDS	1404	pucI		COG1953	Allantoin permease
HLLCJJMH_00497	CDS	243				hypothetical protein
HLLCJJMH_00498	CDS	1485				hypothetical protein
HLLCJJMH_00499	CDS	1374				hypothetical protein
HLLCJJMH_00500	CDS	369				hypothetical protein
HLLCJJMH_00501	CDS	231				hypothetical protein
HLLCJJMH_00502	CDS	1368	mntH_3			Divalent metal cation transporter MntH
HLLCJJMH_00503	CDS	1260	tyrS_1	6.1.1.1		Tyrosine--tRNA ligase
HLLCJJMH_00504	rRNA	1566				16S ribosomal RNA
HLLCJJMH_00505	rRNA	2919				23S ribosomal RNA
HLLCJJMH_00506	rRNA	117				5S ribosomal RNA
HLLCJJMH_00507	tRNA	73				tRNA-Thr(ggt)
HLLCJJMH_00508	CDS	519	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
HLLCJJMH_00509	CDS	639				hypothetical protein
HLLCJJMH_00510	CDS	447				hypothetical protein
HLLCJJMH_00511	CDS	885				hypothetical protein
HLLCJJMH_00512	CDS	1263				hypothetical protein
HLLCJJMH_00513	CDS	1335	garB	1.8.1.16		Glutathione amide reductase
HLLCJJMH_00514	CDS	225				hypothetical protein
HLLCJJMH_00515	CDS	183				hypothetical protein
HLLCJJMH_00516	CDS	1182	napA_2			Na(+)/H(+) antiporter
HLLCJJMH_00517	CDS	258				hypothetical protein
HLLCJJMH_00518	CDS	750				hypothetical protein
HLLCJJMH_00519	CDS	1344				hypothetical protein
HLLCJJMH_00520	CDS	963	kdgK_3	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
HLLCJJMH_00521	CDS	624	rmpA	4.1.2.43		3-hexulose-6-phosphate synthase
HLLCJJMH_00522	CDS	543	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
HLLCJJMH_00523	CDS	987	kdgR_2		COG1609	HTH-type transcriptional regulator KdgR
HLLCJJMH_00524	CDS	324				hypothetical protein
HLLCJJMH_00525	CDS	462				hypothetical protein
HLLCJJMH_00526	CDS	2262	helD_1	3.6.4.12	COG3973	DNA helicase IV
HLLCJJMH_00527	CDS	159				hypothetical protein
HLLCJJMH_00528	CDS	1017	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
HLLCJJMH_00529	CDS	921	ppx	3.6.1.11	COG0248	Exopolyphosphatase
HLLCJJMH_00530	CDS	1260	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
HLLCJJMH_00531	CDS	966				hypothetical protein
HLLCJJMH_00532	CDS	699	cobB	2.3.1.286		NAD-dependent protein deacetylase
HLLCJJMH_00533	CDS	327				hypothetical protein
HLLCJJMH_00534	CDS	846				hypothetical protein
HLLCJJMH_00535	CDS	2034	metG	6.1.1.10		Methionine--tRNA ligase
HLLCJJMH_00536	CDS	777	dtd3	3.1.1.96	COG0084	D-aminoacyl-tRNA deacylase
HLLCJJMH_00537	CDS	573	rnmV	3.1.26.8	COG1658	Ribonuclease M5
HLLCJJMH_00538	CDS	891	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
HLLCJJMH_00539	CDS	237	veg		COG4466	Protein Veg
HLLCJJMH_00540	CDS	855	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
HLLCJJMH_00541	CDS	579				hypothetical protein
HLLCJJMH_00542	CDS	2289	xylQ	3.2.1.177		Alpha-xylosidase XylQ
HLLCJJMH_00543	CDS	1401	xylP_2			Isoprimeverose transporter
HLLCJJMH_00544	CDS	1161	nanK	2.7.1.60		N-acetylmannosamine kinase
HLLCJJMH_00545	CDS	1476	bglA	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
HLLCJJMH_00546	CDS	915	bglK_1	2.7.1.85		Beta-glucoside kinase
HLLCJJMH_00547	CDS	489				hypothetical protein
HLLCJJMH_00548	CDS	321				hypothetical protein
HLLCJJMH_00549	CDS	747				hypothetical protein
HLLCJJMH_00550	CDS	852		7.6.2.-	COG1131	Fluoroquinolones export ATP-binding protein
HLLCJJMH_00551	CDS	981				hypothetical protein
HLLCJJMH_00552	CDS	996				hypothetical protein
HLLCJJMH_00553	CDS	936	mntA		COG0803	Manganese-binding lipoprotein MntA
HLLCJJMH_00554	CDS	699	mntB		COG1121	Manganese transport system ATP-binding protein MntB
HLLCJJMH_00555	CDS	798	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
HLLCJJMH_00556	CDS	189				hypothetical protein
HLLCJJMH_00557	CDS	441				hypothetical protein
HLLCJJMH_00558	CDS	840	purR		COG0503	Purine biosynthesis transcriptional repressor PurR
HLLCJJMH_00559	CDS	1380	glmU			Bifunctional protein GlmU
HLLCJJMH_00560	CDS	981	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
HLLCJJMH_00561	CDS	360				hypothetical protein
HLLCJJMH_00562	CDS	417				hypothetical protein
HLLCJJMH_00563	CDS	729	gmuR		COG2188	HTH-type transcriptional regulator GmuR
HLLCJJMH_00564	CDS	2460	xpkA	4.1.2.9		Xylulose-5-phosphate phosphoketolase
HLLCJJMH_00565	CDS	816	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
HLLCJJMH_00566	CDS	1359				hypothetical protein
HLLCJJMH_00567	CDS	840	lipL	2.3.1.204	COG0095	Octanoyl-[GcvH]:protein N-octanoyltransferase
HLLCJJMH_00568	CDS	441	ywiB		COG4506	putative beta-barrel protein YwiB
HLLCJJMH_00569	CDS	669	rpoE			putative DNA-directed RNA polymerase subunit delta
HLLCJJMH_00570	CDS	1608	pyrG	6.3.4.2	COG0504	CTP synthase
HLLCJJMH_00571	CDS	2124				hypothetical protein
HLLCJJMH_00572	CDS	1704				hypothetical protein
HLLCJJMH_00573	CDS	423				hypothetical protein
HLLCJJMH_00574	CDS	1677	alsS	2.2.1.6	COG0028	Acetolactate synthase
HLLCJJMH_00575	CDS	714	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
HLLCJJMH_00576	CDS	4317				hypothetical protein
HLLCJJMH_00577	CDS	1287	murA1_1	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
HLLCJJMH_00578	CDS	252	rpmE2		COG0254	Large ribosomal subunit protein bL31B
HLLCJJMH_00579	CDS	714	strA	3.4.22.-	COG3764	Sortase A
HLLCJJMH_00580	CDS	576				hypothetical protein
HLLCJJMH_00581	CDS	624				hypothetical protein
HLLCJJMH_00582	CDS	930			COG2826	IS30 family transposase ISLpl1
HLLCJJMH_00583	CDS	633				hypothetical protein
HLLCJJMH_00584	CDS	2430				hypothetical protein
HLLCJJMH_00585	CDS	423				hypothetical protein
HLLCJJMH_00586	CDS	684				hypothetical protein
HLLCJJMH_00587	CDS	675				hypothetical protein
HLLCJJMH_00588	CDS	1044				hypothetical protein
HLLCJJMH_00589	CDS	2136				hypothetical protein
HLLCJJMH_00590	CDS	297				hypothetical protein
HLLCJJMH_00591	CDS	318				hypothetical protein
HLLCJJMH_00592	CDS	2151				hypothetical protein
HLLCJJMH_00593	CDS	471	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
HLLCJJMH_00594	CDS	576	lemA		COG1704	Protein LemA
HLLCJJMH_00595	CDS	897	htpX	3.4.24.-	COG0501	Protease HtpX 
HLLCJJMH_00596	CDS	786				hypothetical protein
HLLCJJMH_00597	CDS	1386	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
HLLCJJMH_00598	CDS	1572	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
HLLCJJMH_00599	CDS	1143				hypothetical protein
HLLCJJMH_00600	CDS	369	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
HLLCJJMH_00601	CDS	1122	alr	5.1.1.1	COG0787	Alanine racemase
HLLCJJMH_00602	CDS	228				hypothetical protein
HLLCJJMH_00603	CDS	381	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
HLLCJJMH_00604	CDS	642				hypothetical protein
HLLCJJMH_00605	CDS	120				hypothetical protein
HLLCJJMH_00606	CDS	1389				hypothetical protein
HLLCJJMH_00607	CDS	957	ldh_1	1.1.1.27		L-lactate dehydrogenase
HLLCJJMH_00608	CDS	558	pth	3.1.1.29		Peptidyl-tRNA hydrolase
HLLCJJMH_00609	CDS	3543	mfd	3.6.4.-		Transcription-repair-coupling factor
HLLCJJMH_00610	CDS	1581	murJ_1			lipid II flippase MurJ
HLLCJJMH_00611	CDS	273	rqcP		COG1188	RQC P-site tRNA stabilizing factor
HLLCJJMH_00612	CDS	411				hypothetical protein
HLLCJJMH_00613	CDS	546	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
HLLCJJMH_00614	CDS	1353	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
HLLCJJMH_00615	CDS	543	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
HLLCJJMH_00616	CDS	2100	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
HLLCJJMH_00617	CDS	888	hslO			33 kDa chaperonin
HLLCJJMH_00618	CDS	1023	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
HLLCJJMH_00619	rRNA	1566				16S ribosomal RNA
HLLCJJMH_00620	tRNA	77				tRNA-Ile(gat)
HLLCJJMH_00621	tRNA	75				tRNA-Ala(tgc)
HLLCJJMH_00622	rRNA	2919				23S ribosomal RNA
HLLCJJMH_00623	rRNA	117				5S ribosomal RNA
HLLCJJMH_00624	tRNA	76				tRNA-Asn(gtt)
HLLCJJMH_00625	tRNA	76				tRNA-Thr(cgt)
HLLCJJMH_00626	CDS	321				hypothetical protein
HLLCJJMH_00627	CDS	1608	dtpT			Di-/tripeptide transporter
HLLCJJMH_00628	CDS	777				hypothetical protein
HLLCJJMH_00629	tRNA	85				tRNA-Tyr(gta)
HLLCJJMH_00630	tRNA	73				tRNA-Gln(ttg)
HLLCJJMH_00631	CDS	804	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
HLLCJJMH_00632	CDS	1143	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
HLLCJJMH_00633	CDS	702	nagR_2		COG2188	HTH-type transcriptional repressor NagR
HLLCJJMH_00634	CDS	507	mshD_1	2.3.1.189		Mycothiol acetyltransferase
HLLCJJMH_00635	CDS	741	tagA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
HLLCJJMH_00636	CDS	1491	pncB2	6.3.4.21		Nicotinate phosphoribosyltransferase pncB2
HLLCJJMH_00637	CDS	1026			COG2826	IS30 family transposase ISSag3
HLLCJJMH_00638	CDS	831	nadE	6.3.1.5		NH(3)-dependent NAD(+) synthetase
HLLCJJMH_00639	CDS	435				hypothetical protein
HLLCJJMH_00640	CDS	2196	yhgF		COG2183	Protein YhgF
HLLCJJMH_00641	CDS	480				Protein SprT-like protein
HLLCJJMH_00642	CDS	882	thrB_1	2.7.1.39	COG0083	Homoserine kinase
HLLCJJMH_00643	tRNA	88				tRNA-Leu(aag)
HLLCJJMH_00644	CDS	945	tsdA	4.1.1.103	COG2159	Gamma-resorcylate decarboxylase
HLLCJJMH_00645	CDS	840		3.-.-.-		putative hydrolase
HLLCJJMH_00646	CDS	552				hypothetical protein
HLLCJJMH_00647	CDS	588				hypothetical protein
HLLCJJMH_00648	CDS	384				hypothetical protein
HLLCJJMH_00649	CDS	1224				Putative transposase for insertion sequence element IS5376
HLLCJJMH_00650	CDS	738				IS21 family transposase IS712
HLLCJJMH_00651	CDS	120				hypothetical protein
HLLCJJMH_00652	CDS	1407	mepA_1		COG0534	Multidrug export protein MepA
HLLCJJMH_00653	CDS	612	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
HLLCJJMH_00654	CDS	420				hypothetical protein
HLLCJJMH_00655	CDS	504	manX	2.7.1.191		PTS system mannose-specific EIIAB component
HLLCJJMH_00656	CDS	786	manY		COG3715	PTS system mannose-specific EIIC component
HLLCJJMH_00657	CDS	828	manZ		COG3716	PTS system mannose-specific EIID component
HLLCJJMH_00658	CDS	1044				hypothetical protein
HLLCJJMH_00659	CDS	1131				hypothetical protein
HLLCJJMH_00660	CDS	648	pdeK_1	3.1.4.52	COG2199	putative cyclic di-GMP phosphodiesterase PdeK
HLLCJJMH_00661	CDS	570				hypothetical protein
HLLCJJMH_00662	CDS	2796	smc_1			Chromosome partition protein Smc
HLLCJJMH_00663	CDS	915	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein PsaA
HLLCJJMH_00664	CDS	1116	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
HLLCJJMH_00665	CDS	948				hypothetical protein
HLLCJJMH_00666	CDS	1032				hypothetical protein
HLLCJJMH_00667	CDS	672	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
HLLCJJMH_00668	CDS	1233				hypothetical protein
HLLCJJMH_00669	CDS	1335	pepC	3.4.22.40		Aminopeptidase C
HLLCJJMH_00670	CDS	171				hypothetical protein
HLLCJJMH_00671	CDS	687	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
HLLCJJMH_00672	CDS	342				hypothetical protein
HLLCJJMH_00673	CDS	540	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
HLLCJJMH_00674	CDS	1377	radA	3.6.4.-	COG1066	DNA repair protein RadA
HLLCJJMH_00675	CDS	1185	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
HLLCJJMH_00676	CDS	1491	gltX_3	6.1.1.17		Glutamate--tRNA ligase
HLLCJJMH_00677	CDS	1413	cysS	6.1.1.16		Cysteine--tRNA ligase
HLLCJJMH_00678	CDS	408	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
HLLCJJMH_00679	CDS	768		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
HLLCJJMH_00680	CDS	546				hypothetical protein
HLLCJJMH_00681	CDS	570				hypothetical protein
HLLCJJMH_00682	CDS	150	rpmG3		COG0267	Large ribosomal subunit protein bL33C
HLLCJJMH_00683	CDS	177	secE			Protein translocase subunit SecE
HLLCJJMH_00684	CDS	549	nusG		COG0250	Transcription termination/antitermination protein NusG
HLLCJJMH_00685	CDS	426	rplK			Large ribosomal subunit protein uL11
HLLCJJMH_00686	CDS	699	rplA		COG0081	Large ribosomal subunit protein uL1
HLLCJJMH_00687	CDS	507	rplJ			Large ribosomal subunit protein uL10
HLLCJJMH_00688	CDS	369	rplL		COG0222	Large ribosomal subunit protein bL12
HLLCJJMH_00689	CDS	2613	mprF	2.3.2.3	COG0392	Phosphatidylglycerol lysyltransferase
HLLCJJMH_00690	CDS	579	yvdD		COG1611	LOG family protein YvdD
HLLCJJMH_00691	CDS	915		1.1.1.35	COG1250	3-hydroxybutyryl-CoA dehydrogenase
HLLCJJMH_00692	CDS	996	nrdF2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
HLLCJJMH_00693	CDS	2166	nrdE	1.17.4.1		Ribonucleoside-diphosphate reductase subunit alpha
HLLCJJMH_00694	CDS	228	nrdH		COG0695	Glutaredoxin-like protein NrdH
HLLCJJMH_00695	CDS	612	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
HLLCJJMH_00696	CDS	552	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
HLLCJJMH_00697	CDS	1731	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
HLLCJJMH_00698	CDS	318				Nucleoid-associated protein
HLLCJJMH_00699	CDS	600	recR		COG0353	Recombination protein RecR
HLLCJJMH_00700	CDS	252				hypothetical protein
HLLCJJMH_00701	CDS	660	tmk	2.7.4.9	COG0125	Thymidylate kinase
HLLCJJMH_00702	CDS	330	darA		COG3870	Cyclic di-AMP receptor A
HLLCJJMH_00703	CDS	1014	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
HLLCJJMH_00704	CDS	342	yabA		COG4467	Replication initiation control protein YabA
HLLCJJMH_00705	CDS	882	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
HLLCJJMH_00706	CDS	741				hypothetical protein
HLLCJJMH_00707	CDS	723	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
HLLCJJMH_00708	CDS	609	rimI_1	2.3.1.266		[Ribosomal protein bS18]-alanine N-acetyltransferase
HLLCJJMH_00709	CDS	1050	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
HLLCJJMH_00710	CDS	1179	yycB_1		COG2807	putative transporter YycB
HLLCJJMH_00711	CDS	297				hypothetical protein
HLLCJJMH_00712	CDS	1953	yheS		COG0488	putative ATP-binding protein YheS
HLLCJJMH_00713	CDS	639	rex		COG2344	Redox-sensing transcriptional repressor Rex
HLLCJJMH_00714	CDS	285	groES			Co-chaperonin GroES
HLLCJJMH_00715	CDS	1626	groEL	5.6.1.7	COG0459	Chaperonin GroEL
HLLCJJMH_00716	CDS	1836	kimA		COG0531	Potassium transporter KimA
HLLCJJMH_00717	CDS	807	lrgB			Antiholin-like protein LrgB
HLLCJJMH_00718	CDS	441	lrgA			Antiholin-like protein LrgA
HLLCJJMH_00719	CDS	1095	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
HLLCJJMH_00720	CDS	660				hypothetical protein
HLLCJJMH_00721	CDS	1320	comFA	3.6.4.-	COG4098	Competence protein ComFA
HLLCJJMH_00722	CDS	675	comFC		COG1040	Competence protein ComFC
HLLCJJMH_00723	CDS	561	hpf			Ribosome hibernation promotion factor
HLLCJJMH_00724	CDS	2364	secA	7.4.2.8	COG0653	Protein translocase subunit SecA
HLLCJJMH_00725	CDS	999	prfB		COG1186	Peptide chain release factor 2
HLLCJJMH_00726	CDS	1155	minJ		COG0265	Cell division topological determinant MinJ
HLLCJJMH_00727	CDS	708	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
HLLCJJMH_00728	CDS	1344	phoR	2.7.13.3	COG5002	Alkaline phosphatase synthesis sensor protein PhoR
HLLCJJMH_00729	CDS	882	pstS1_1		COG0226	Phosphate-binding protein PstS 1
HLLCJJMH_00730	CDS	927	pstC1		COG0573	Phosphate transport system permease protein PstC 1
HLLCJJMH_00731	CDS	885				hypothetical protein
HLLCJJMH_00732	CDS	825	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
HLLCJJMH_00733	CDS	759	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
