query	subject	%pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	e-value	bitscore	function
00000242|gene_cluster_GC_00003776|genome_name_P3352_Finger_millet_BE|gene_callers_id_416	sp|Q8RKI5|TARF_BACSH	27.200	375	257	10	13	373	18	390	8.39e-35	135	sp|Q8RKI5|TARF_BACSH Teichoic acid poly(glycerol phosphate) polymerase OS=Bacillus spizizenii (strain ATCC 23059 / NRRL B-14472 / W23) OX=655816 GN=tarF PE=1 SV=1
00000242|gene_cluster_GC_00003776|genome_name_P3352_Finger_millet_BE|gene_callers_id_416	sp|Q8RKJ1|TARK_BACSH	27.250	400	249	18	8	380	1	385	5.19e-23	102	sp|Q8RKJ1|TARK_BACSH Teichoic acid ribitol-phosphate primase OS=Bacillus spizizenii (strain ATCC 23059 / NRRL B-14472 / W23) OX=655816 GN=tarK PE=1 SV=2
00000246|gene_cluster_GC_00004086|genome_name_P2933_Rye_SD_BE|gene_callers_id_2263	sp|Q796S4|YHJH_BACSU	27.000	100	70	1	31	127	43	142	4.41e-06	47.8	sp|Q796S4|YHJH_BACSU Uncharacterized HTH-type transcriptional regulator YhjH OS=Bacillus subtilis (strain 168) OX=224308 GN=yhjH PE=4 SV=1
00000246|gene_cluster_GC_00004086|genome_name_P2933_Rye_SD_BE|gene_callers_id_2263	sp|Q4L8Q3|SARZ_STAHJ	29.358	109	72	2	29	137	28	131	0.001	40.8	sp|Q4L8Q3|SARZ_STAHJ HTH-type transcriptional regulator SarZ OS=Staphylococcus haemolyticus (strain JCSC1435) OX=279808 GN=sarZ PE=3 SV=1
00000248|gene_cluster_GC_00003523|genome_name_P950_Fermented_Rice_BE|gene_callers_id_2351	sp|Q6HG98|Y3105_BACHK	44.096	542	296	3	5	545	5	540	9.32e-157	462	sp|Q6HG98|Y3105_BACHK Putative ABC transporter ATP-binding protein BT9727_3105 OS=Bacillus thuringiensis subsp. konkukian (strain 97-27) OX=281309 GN=BT9727_3105 PE=3 SV=1
00000248|gene_cluster_GC_00003523|genome_name_P950_Fermented_Rice_BE|gene_callers_id_2351	sp|Q81N53|Y3364_BACAN	43.358	542	300	3	5	545	5	540	8.98e-155	457	sp|Q81N53|Y3364_BACAN Putative ABC transporter ATP-binding protein BA_3364/GBAA_3364/BAS3118 OS=Bacillus anthracis OX=1392 GN=BA_3364 PE=3 SV=1
00000248|gene_cluster_GC_00003523|genome_name_P950_Fermented_Rice_BE|gene_callers_id_2351	sp|Q734T1|Y3323_BACC1	43.303	545	302	3	5	548	7	545	7.42e-146	434	sp|Q734T1|Y3323_BACC1 Putative ABC transporter ATP-binding protein BCE_3323 OS=Bacillus cereus (strain ATCC 10987 / NRS 248) OX=222523 GN=BCE_3323 PE=3 SV=1
00000248|gene_cluster_GC_00003523|genome_name_P950_Fermented_Rice_BE|gene_callers_id_2351	sp|Q897I2|Y753_CLOTE	29.398	432	291	5	104	535	4	421	8.65e-75	247	sp|Q897I2|Y753_CLOTE Putative ABC transporter ATP-binding protein CTC_00753 OS=Clostridium tetani (strain Massachusetts / E88) OX=212717 GN=CTC_00753 PE=3 SV=1
00000248|gene_cluster_GC_00003523|genome_name_P950_Fermented_Rice_BE|gene_callers_id_2351	sp|Q897I2|Y753_CLOTE	24.194	248	174	5	7	254	188	421	9.04e-17	86.3	sp|Q897I2|Y753_CLOTE Putative ABC transporter ATP-binding protein CTC_00753 OS=Clostridium tetani (strain Massachusetts / E88) OX=212717 GN=CTC_00753 PE=3 SV=1
00000248|gene_cluster_GC_00003523|genome_name_P950_Fermented_Rice_BE|gene_callers_id_2351	sp|O34362|YKOD_BACSU	30.387	543	340	11	3	528	6	527	1.51e-71	241	sp|O34362|YKOD_BACSU Putative HMP/thiamine import ATP-binding protein YkoD OS=Bacillus subtilis (strain 168) OX=224308 GN=ykoD PE=1 SV=2
00000249|gene_cluster_GC_00003801|genome_name_P2593_Unknown_BE|gene_callers_id_2211	sp|P57134|DNAC_BUCAI	24.812	133	91	4	122	251	96	222	1.62e-04	45.8	sp|P57134|DNAC_BUCAI Replicative helicase loader DnaC OS=Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS) OX=107806 GN=dnaC PE=3 SV=1
00000249|gene_cluster_GC_00003801|genome_name_P2593_Unknown_BE|gene_callers_id_2211	sp|Q8KA79|DNAC_BUCAP	24.812	133	91	4	122	251	96	222	4.91e-04	44.3	sp|Q8KA79|DNAC_BUCAP Replicative helicase loader DnaC OS=Buchnera aphidicola subsp. Schizaphis graminum (strain Sg) OX=198804 GN=dnaC PE=3 SV=1
00000249|gene_cluster_GC_00003801|genome_name_P2593_Unknown_BE|gene_callers_id_2211	sp|Q89B30|DNAC_BUCBP	23.313	163	109	6	94	251	71	222	0.002	42.0	sp|Q89B30|DNAC_BUCBP Replicative helicase loader DnaC OS=Buchnera aphidicola subsp. Baizongia pistaciae (strain Bp) OX=224915 GN=dnaC PE=3 SV=1
00000249|gene_cluster_GC_00003801|genome_name_P2593_Unknown_BE|gene_callers_id_2211	sp|Q99338|ISTB_BACTB	25.170	147	90	5	128	263	105	242	0.003	42.0	sp|Q99338|ISTB_BACTB Insertion sequence IS232 putative ATP-binding protein OS=Bacillus thuringiensis subsp. berliner OX=1434 PE=3 SV=1
00000250|gene_cluster_GC_00004049|genome_name_P3354_OFSP_BE|gene_callers_id_1898	sp|P54585|YHCA_BACSU	29.048	420	295	2	2	421	5	421	8.91e-55	194	sp|P54585|YHCA_BACSU Uncharacterized MFS-type transporter YhcA OS=Bacillus subtilis (strain 168) OX=224308 GN=yhcA PE=3 SV=2
00000250|gene_cluster_GC_00004049|genome_name_P3354_OFSP_BE|gene_callers_id_1898	sp|P9WG88|EMRB_MYCTO	26.157	497	329	4	9	468	41	536	2.01e-54	193	sp|P9WG88|EMRB_MYCTO Multidrug resistance protein B homolog OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=emrB PE=3 SV=1
00000250|gene_cluster_GC_00004049|genome_name_P3354_OFSP_BE|gene_callers_id_1898	sp|P9WG89|EMRB_MYCTU	26.358	497	328	4	9	468	41	536	8.10e-54	192	sp|P9WG89|EMRB_MYCTU Multidrug resistance protein B homolog OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=emrB PE=3 SV=1
00000250|gene_cluster_GC_00004049|genome_name_P3354_OFSP_BE|gene_callers_id_1898	sp|P94422|YCNB_BACSU	29.858	422	287	6	2	421	7	421	9.58e-53	187	sp|P94422|YCNB_BACSU Uncharacterized MFS-type transporter YcnB OS=Bacillus subtilis (strain 168) OX=224308 GN=ycnB PE=3 SV=1
00000250|gene_cluster_GC_00004049|genome_name_P3354_OFSP_BE|gene_callers_id_1898	sp|O35018|LMRB_BACSU	26.971	482	323	8	2	464	8	479	2.62e-47	173	sp|O35018|LMRB_BACSU Lincomycin resistance protein LmrB OS=Bacillus subtilis (strain 168) OX=224308 GN=lmrB PE=3 SV=1
00000254|gene_cluster_GC_00003519|genome_name_P2500_SD_IT|gene_callers_id_1315	sp|Q6F059|Y6508_BACAN	30.229	655	422	14	4	641	7	643	1.09e-96	313	sp|Q6F059|Y6508_BACAN Uncharacterized protein pXO2-09/BXB0008/GBAA_pXO2_0008 OS=Bacillus anthracis OX=1392 GN=pXO2-09 PE=4 SV=1
00000257|gene_cluster_GC_00003747|genome_name_P3354_OFSP_BE|gene_callers_id_953	sp|O34592|YDJP_BACSU	29.167	264	184	2	1	261	1	264	7.63e-39	139	sp|O34592|YDJP_BACSU AB hydrolase superfamily protein YdjP OS=Bacillus subtilis (strain 168) OX=224308 GN=ydjP PE=2 SV=1
00000257|gene_cluster_GC_00003747|genome_name_P3354_OFSP_BE|gene_callers_id_953	sp|O06734|YISY_BACSU	23.282	262	197	4	3	260	4	265	3.45e-19	87.4	sp|O06734|YISY_BACSU AB hydrolase superfamily protein YisY OS=Bacillus subtilis (strain 168) OX=224308 GN=yisY PE=3 SV=1
00000257|gene_cluster_GC_00003747|genome_name_P3354_OFSP_BE|gene_callers_id_953	sp|Q55921|PRXC_SYNY3	26.335	281	183	10	1	262	1	276	4.03e-18	84.7	sp|Q55921|PRXC_SYNY3 Putative non-heme chloroperoxidase OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=slr0314 PE=3 SV=1
00000257|gene_cluster_GC_00003747|genome_name_P3354_OFSP_BE|gene_callers_id_953	sp|P22862|ESTE_PSEFL	25.899	278	183	8	1	262	1	271	3.12e-15	76.6	sp|P22862|ESTE_PSEFL Arylesterase OS=Pseudomonas fluorescens OX=294 GN=estF PE=1 SV=4
00000257|gene_cluster_GC_00003747|genome_name_P3354_OFSP_BE|gene_callers_id_953	sp|Q9KNL4|BIOH_VIBCH	24.535	269	164	9	12	261	5	253	3.36e-15	76.3	sp|Q9KNL4|BIOH_VIBCH Pimeloyl-[acyl-carrier protein] methyl ester esterase OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=bioH PE=3 SV=2
00000258|gene_cluster_GC_00003436|genome_name_P3351_Finger_millet_BE|gene_callers_id_2117	sp|P22294|HVTJ_LACHE	25.155	322	163	13	90	367	25	312	1.50e-06	53.1	sp|P22294|HVTJ_LACHE Bacteriocin helveticin-J OS=Lactobacillus helveticus OX=1587 GN=hlv PE=4 SV=1
00000263|gene_cluster_GC_00003252|genome_name_P3354_OFSP_BE|gene_callers_id_2328	sp|Q70XJ9|LSC_FRUSA	48.649	37	19	0	53	89	841	877	4.29e-04	40.8	sp|Q70XJ9|LSC_FRUSA Levansucrase OS=Fructilactobacillus sanfranciscensis OX=1625 GN=levS PE=1 SV=1
00000264|gene_cluster_GC_00004130|genome_name_Reference|gene_callers_id_2029	sp|P77277|EUTJ_ECOLI	37.500	264	155	4	14	276	11	265	5.04e-46	159	sp|P77277|EUTJ_ECOLI Ethanolamine utilization protein EutJ OS=Escherichia coli (strain K12) OX=83333 GN=eutJ PE=3 SV=1
00000264|gene_cluster_GC_00004130|genome_name_Reference|gene_callers_id_2029	sp|P0A206|EUTJ_SALTY	36.742	264	157	4	14	276	12	266	6.20e-45	156	sp|P0A206|EUTJ_SALTY Ethanolamine utilization protein EutJ OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=eutJ PE=2 SV=1
00000264|gene_cluster_GC_00004130|genome_name_Reference|gene_callers_id_2029	sp|P0A207|EUTJ_SALTI	36.742	264	157	4	14	276	12	266	6.20e-45	156	sp|P0A207|EUTJ_SALTI Ethanolamine utilization protein EutJ OS=Salmonella typhi OX=90370 GN=eutJ PE=3 SV=1
00000264|gene_cluster_GC_00004130|genome_name_Reference|gene_callers_id_2029	sp|B0UVL9|HSCA_HISS2	32.903	155	94	3	71	215	120	274	4.42e-08	57.4	sp|B0UVL9|HSCA_HISS2 Chaperone protein HscA homolog OS=Histophilus somni (strain 2336) OX=228400 GN=hscA PE=3 SV=1
00000264|gene_cluster_GC_00004130|genome_name_Reference|gene_callers_id_2029	sp|B6EGX9|HSCA_ALISL	33.577	137	81	3	81	207	130	266	4.59e-08	57.4	sp|B6EGX9|HSCA_ALISL Chaperone protein HscA homolog OS=Aliivibrio salmonicida (strain LFI1238) OX=316275 GN=hscA PE=3 SV=1
00000266|gene_cluster_GC_00003301|genome_name_P3354_OFSP_BE|gene_callers_id_2376	sp|P14319|QACC_STAAU	47.664	107	56	0	1	107	1	107	6.35e-31	108	sp|P14319|QACC_STAAU Quaternary ammonium compound-resistance protein QacC OS=Staphylococcus aureus OX=1280 GN=qacC PE=1 SV=1
00000266|gene_cluster_GC_00003301|genome_name_P3354_OFSP_BE|gene_callers_id_2376	sp|Q55339|QACC_STASS	46.729	107	57	0	1	107	1	107	1.96e-30	107	sp|Q55339|QACC_STASS Quaternary ammonium compound-resistance protein QacC OS=Staphylococcus sp. (strain ST827) OX=126831 GN=qacC PE=3 SV=1
00000266|gene_cluster_GC_00003301|genome_name_P3354_OFSP_BE|gene_callers_id_2376	sp|O87866|QACG_STAS9	50.467	107	53	0	1	107	1	107	7.98e-29	103	sp|O87866|QACG_STAS9 Quaternary ammonium compound-resistance protein QacG OS=Staphylococcus sp. (strain ST94) OX=126832 GN=qacG PE=3 SV=1
00000266|gene_cluster_GC_00003301|genome_name_P3354_OFSP_BE|gene_callers_id_2376	sp|P23895|EMRE_ECOLI	45.000	100	55	0	3	102	4	103	1.49e-24	92.4	sp|P23895|EMRE_ECOLI Multidrug transporter EmrE OS=Escherichia coli (strain K12) OX=83333 GN=emrE PE=1 SV=1
00000266|gene_cluster_GC_00003301|genome_name_P3354_OFSP_BE|gene_callers_id_2376	sp|O87868|QACH_STASA	46.729	107	57	0	1	107	1	107	6.07e-24	90.9	sp|O87868|QACH_STASA Quaternary ammonium compound-resistance protein QacH OS=Staphylococcus saprophyticus OX=29385 GN=qacH PE=3 SV=1
00000269|gene_cluster_GC_00003886|genome_name_P2694_LMG_BE|gene_callers_id_2298	sp|P58412|GTCA_LISMO	42.857	119	65	2	16	132	22	139	9.44e-20	82.4	sp|P58412|GTCA_LISMO Cell wall teichoic acid glycosylation protein GtcA OS=Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e) OX=169963 GN=gtcA PE=3 SV=1
00000269|gene_cluster_GC_00003886|genome_name_P2694_LMG_BE|gene_callers_id_2298	sp|Q9ZH29|GTCA_LISMN	39.316	117	68	2	18	132	24	139	2.94e-18	78.6	sp|Q9ZH29|GTCA_LISMN Cell wall teichoic acid glycosylation protein GtcA OS=Listeria monocytogenes OX=1639 GN=gtcA PE=3 SV=3
00000269|gene_cluster_GC_00003886|genome_name_P2694_LMG_BE|gene_callers_id_2298	sp|Q927U4|GTCA_LISIN	40.496	121	69	2	14	132	20	139	1.07e-17	77.0	sp|Q927U4|GTCA_LISIN Cell wall teichoic acid glycosylation protein GtcA OS=Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262) OX=272626 GN=gtcA PE=3 SV=1
00000269|gene_cluster_GC_00003886|genome_name_P2694_LMG_BE|gene_callers_id_2298	sp|P39602|YWCD_BACSU	34.211	114	74	1	18	130	2	115	6.06e-14	67.0	sp|P39602|YWCD_BACSU Uncharacterized membrane protein YwcD OS=Bacillus subtilis (strain 168) OX=224308 GN=ywcD PE=3 SV=1
00000278|gene_cluster_GC_00003352|genome_name_P2796_Unknown_BE|gene_callers_id_2044	sp|Q57168|T1MH_HAEIN	43.612	454	220	9	77	506	1	442	2.32e-126	379	sp|Q57168|T1MH_HAEIN Type I restriction enzyme HindI methylase subunit OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=hsdM PE=1 SV=1
00000278|gene_cluster_GC_00003352|genome_name_P2796_Unknown_BE|gene_callers_id_2044	sp|Q60297|T1MH_METJA	38.004	521	289	14	10	506	48	558	1.85e-107	334	sp|Q60297|T1MH_METJA Type I restriction enzyme MjaIX methylase subunit OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJECL42 PE=3 SV=1
00000278|gene_cluster_GC_00003352|genome_name_P2796_Unknown_BE|gene_callers_id_2044	sp|P10484|T1M1_ECOLX	26.226	530	322	19	13	504	15	513	5.22e-45	168	sp|P10484|T1M1_ECOLX Type I restriction enzyme EcoR124I/EcoR124II methylase subunit OS=Escherichia coli OX=562 GN=hsdM PE=1 SV=1
00000278|gene_cluster_GC_00003352|genome_name_P2796_Unknown_BE|gene_callers_id_2044	sp|Q47163|T1MP_ECOLX	26.415	530	321	20	13	504	15	513	9.46e-45	167	sp|Q47163|T1MP_ECOLX Type I restriction enzyme EcoprrI methylase subunit OS=Escherichia coli OX=562 GN=hsdM PE=3 SV=1
00000278|gene_cluster_GC_00003352|genome_name_P2796_Unknown_BE|gene_callers_id_2044	sp|P75436|T1MD_MYCPN	27.057	547	323	21	9	504	11	532	9.73e-44	165	sp|P75436|T1MD_MYCPN Type I restriction enzyme MpnII methylase subunit OS=Mycoplasma pneumoniae (strain ATCC 29342 / M129 / Subtype 1) OX=272634 GN=MPN_342 PE=1 SV=1
00000279|gene_cluster_GC_00003273|genome_name_P3351_Finger_millet_BE|gene_callers_id_139	sp|Q2G3T3|CLPP_NOVAD	35.252	139	84	3	51	186	83	218	3.40e-18	83.6	sp|Q2G3T3|CLPP_NOVAD ATP-dependent Clp protease proteolytic subunit OS=Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG 56034 / CIP 105152 / NBRC 16084 / F199) OX=279238 GN=clpP PE=3 SV=1
00000279|gene_cluster_GC_00003273|genome_name_P3351_Finger_millet_BE|gene_callers_id_139	sp|A6YG63|CLPP_PLETE	34.815	135	82	3	51	182	61	192	5.90e-18	82.0	sp|A6YG63|CLPP_PLETE ATP-dependent Clp protease proteolytic subunit OS=Pleurastrum terricola OX=34116 GN=clpP PE=3 SV=1
00000279|gene_cluster_GC_00003273|genome_name_P3351_Finger_millet_BE|gene_callers_id_139	sp|B0CGR1|CLPP_BRUSI	31.690	142	93	2	51	190	66	205	1.44e-17	81.3	sp|B0CGR1|CLPP_BRUSI ATP-dependent Clp protease proteolytic subunit OS=Brucella suis (strain ATCC 23445 / NCTC 10510) OX=470137 GN=clpP PE=3 SV=1
00000279|gene_cluster_GC_00003273|genome_name_P3351_Finger_millet_BE|gene_callers_id_139	sp|A9M5C2|CLPP_BRUC2	31.690	142	93	2	51	190	66	205	1.44e-17	81.3	sp|A9M5C2|CLPP_BRUC2 ATP-dependent Clp protease proteolytic subunit OS=Brucella canis (strain ATCC 23365 / NCTC 10854 / RM-666) OX=483179 GN=clpP PE=3 SV=1
00000279|gene_cluster_GC_00003273|genome_name_P3351_Finger_millet_BE|gene_callers_id_139	sp|Q9L7X6|CLPP_BRUAB	31.690	142	93	2	51	190	66	205	1.44e-17	81.3	sp|Q9L7X6|CLPP_BRUAB ATP-dependent Clp protease proteolytic subunit OS=Brucella abortus biovar 1 (strain 9-941) OX=262698 GN=clpP PE=3 SV=1
00000280|gene_cluster_GC_00003765|genome_name_P3351_Finger_millet_BE|gene_callers_id_2300	sp|B2G9J4|CBIA_LIMRJ	62.472	453	170	0	1	453	1	453	0.0	594	sp|B2G9J4|CBIA_LIMRJ Cobyrinate a,c-diamide synthase OS=Limosilactobacillus reuteri subsp. reuteri (strain JCM 1112) OX=557433 GN=cbiA PE=3 SV=1
00000280|gene_cluster_GC_00003765|genome_name_P3351_Finger_millet_BE|gene_callers_id_2300	sp|A5VM87|CBIA_LIMRD	62.472	453	170	0	1	453	1	453	0.0	594	sp|A5VM87|CBIA_LIMRD Cobyrinate a,c-diamide synthase OS=Limosilactobacillus reuteri (strain DSM 20016) OX=557436 GN=cbiA PE=3 SV=1
00000280|gene_cluster_GC_00003765|genome_name_P3351_Finger_millet_BE|gene_callers_id_2300	sp|A3CL56|CBIA_STRSV	49.107	448	223	3	1	446	1	445	3.30e-164	473	sp|A3CL56|CBIA_STRSV Cobyrinate a,c-diamide synthase OS=Streptococcus sanguinis (strain SK36) OX=388919 GN=cbiA PE=3 SV=1
00000280|gene_cluster_GC_00003765|genome_name_P3351_Finger_millet_BE|gene_callers_id_2300	sp|Q720N8|CBIA_LISMF	48.559	451	217	6	1	443	1	444	7.72e-156	452	sp|Q720N8|CBIA_LISMF Cobyrinate a,c-diamide synthase OS=Listeria monocytogenes serotype 4b (strain F2365) OX=265669 GN=cbiA PE=3 SV=1
00000280|gene_cluster_GC_00003765|genome_name_P3351_Finger_millet_BE|gene_callers_id_2300	sp|Q92CL7|CBIA_LISIN	48.879	446	221	4	1	442	1	443	2.98e-155	451	sp|Q92CL7|CBIA_LISIN Cobyrinate a,c-diamide synthase OS=Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262) OX=272626 GN=cbiA PE=3 SV=1
00000281|gene_cluster_GC_00003821|genome_name_P3351_Finger_millet_BE|gene_callers_id_2297	sp|A0AHT7|CBID_LISW6	55.645	372	165	0	4	375	2	373	3.51e-132	385	sp|A0AHT7|CBID_LISW6 Cobalt-precorrin-5B C(1)-methyltransferase OS=Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / CCUG 15529 / CIP 8149 / NCTC 11857 / SLCC 5334 / V8) OX=386043 GN=cbiD PE=3 SV=1
00000281|gene_cluster_GC_00003821|genome_name_P3351_Finger_millet_BE|gene_callers_id_2297	sp|Q92CL4|CBID_LISIN	56.183	372	163	0	4	375	2	373	3.90e-131	383	sp|Q92CL4|CBID_LISIN Cobalt-precorrin-5B C(1)-methyltransferase OS=Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262) OX=272626 GN=cbiD PE=3 SV=1
00000281|gene_cluster_GC_00003821|genome_name_P3351_Finger_millet_BE|gene_callers_id_2297	sp|Q720N5|CBID_LISMF	55.914	372	164	0	4	375	2	373	8.36e-130	380	sp|Q720N5|CBID_LISMF Cobalt-precorrin-5B C(1)-methyltransferase OS=Listeria monocytogenes serotype 4b (strain F2365) OX=265669 GN=cbiD PE=3 SV=1
00000281|gene_cluster_GC_00003821|genome_name_P3351_Finger_millet_BE|gene_callers_id_2297	sp|C1L299|CBID_LISMC	55.914	372	164	0	4	375	2	373	8.36e-130	380	sp|C1L299|CBID_LISMC Cobalt-precorrin-5B C(1)-methyltransferase OS=Listeria monocytogenes serotype 4b (strain CLIP80459) OX=568819 GN=cbiD PE=3 SV=1
00000281|gene_cluster_GC_00003821|genome_name_P3351_Finger_millet_BE|gene_callers_id_2297	sp|B8DC39|CBID_LISMH	55.645	372	165	0	4	375	2	373	2.60e-129	378	sp|B8DC39|CBID_LISMH Cobalt-precorrin-5B C(1)-methyltransferase OS=Listeria monocytogenes serotype 4a (strain HCC23) OX=552536 GN=cbiD PE=3 SV=1
00000284|gene_cluster_GC_00003674|genome_name_P2593_Unknown_BE|gene_callers_id_2239	sp|Q3IUH3|MUTS_NATPD	29.615	260	166	9	153	400	558	812	7.18e-20	95.5	sp|Q3IUH3|MUTS_NATPD DNA mismatch repair protein MutS OS=Natronomonas pharaonis (strain ATCC 35678 / DSM 2160 / CIP 103997 / JCM 8858 / NBRC 14720 / NCIMB 2260 / Gabara) OX=348780 GN=mutS PE=3 SV=1
00000284|gene_cluster_GC_00003674|genome_name_P2593_Unknown_BE|gene_callers_id_2239	sp|B2U9E4|MUTS_RALPJ	31.159	276	176	6	134	398	544	816	1.74e-18	91.3	sp|B2U9E4|MUTS_RALPJ DNA mismatch repair protein MutS OS=Ralstonia pickettii (strain 12J) OX=402626 GN=mutS PE=3 SV=1
00000284|gene_cluster_GC_00003674|genome_name_P2593_Unknown_BE|gene_callers_id_2239	sp|A1K764|MUTS_AZOSB	30.531	226	138	7	174	388	592	809	5.47e-18	89.7	sp|A1K764|MUTS_AZOSB DNA mismatch repair protein MutS OS=Azoarcus sp. (strain BH72) OX=418699 GN=mutS PE=3 SV=2
00000284|gene_cluster_GC_00003674|genome_name_P2593_Unknown_BE|gene_callers_id_2239	sp|C3LS25|MUTS_VIBCM	27.055	292	169	12	137	387	509	797	6.83e-18	89.7	sp|C3LS25|MUTS_VIBCM DNA mismatch repair protein MutS OS=Vibrio cholerae serotype O1 (strain M66-2) OX=579112 GN=mutS PE=3 SV=1
00000284|gene_cluster_GC_00003674|genome_name_P2593_Unknown_BE|gene_callers_id_2239	sp|Q9KUI6|MUTS_VIBCH	27.055	292	169	12	137	387	509	797	6.83e-18	89.7	sp|Q9KUI6|MUTS_VIBCH DNA mismatch repair protein MutS OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=mutS PE=3 SV=1
00000285|gene_cluster_GC_00003988|genome_name_P2500_SD_IT|gene_callers_id_2525	sp|Q06715|ADPR_LACLL	53.086	81	37	1	8	88	32	111	9.02e-20	85.1	sp|Q06715|ADPR_LACLL ATP-dependent protease OS=Lactococcus lactis subsp. lactis OX=1360 PE=4 SV=1
00000287|gene_cluster_GC_00003598|genome_name_P2500_SD_IT|gene_callers_id_1310	sp|Q9RN17|Y6514_BACAN	37.037	162	100	2	685	846	1	160	1.06e-24	108	sp|Q9RN17|Y6514_BACAN Uncharacterized protein pXO2-15/BXB0014/GBAA_pXO2_0014 OS=Bacillus anthracis OX=1392 GN=pXO2-15 PE=4 SV=2
00000287|gene_cluster_GC_00003598|genome_name_P2500_SD_IT|gene_callers_id_1310	sp|Q00184|TRAG5_ECOLX	33.987	153	85	8	200	348	159	299	3.51e-05	51.6	sp|Q00184|TRAG5_ECOLX Conjugal transfer protein TraG OS=Escherichia coli OX=562 GN=traG PE=3 SV=1
00000287|gene_cluster_GC_00003598|genome_name_P2500_SD_IT|gene_callers_id_1310	sp|Q00184|TRAG5_ECOLX	25.137	183	123	7	606	776	389	569	1.79e-04	49.3	sp|Q00184|TRAG5_ECOLX Conjugal transfer protein TraG OS=Escherichia coli OX=562 GN=traG PE=3 SV=1
00000287|gene_cluster_GC_00003598|genome_name_P2500_SD_IT|gene_callers_id_1310	sp|Q00185|TRAG4_ECOLX	25.683	183	122	7	606	776	388	568	5.56e-05	50.8	sp|Q00185|TRAG4_ECOLX Conjugal transfer protein TraG OS=Escherichia coli OX=562 GN=traG PE=1 SV=1
00000287|gene_cluster_GC_00003598|genome_name_P2500_SD_IT|gene_callers_id_1310	sp|Q00185|TRAG4_ECOLX	36.220	127	67	7	225	348	183	298	0.002	46.2	sp|Q00185|TRAG4_ECOLX Conjugal transfer protein TraG OS=Escherichia coli OX=562 GN=traG PE=1 SV=1
00000287|gene_cluster_GC_00003598|genome_name_P2500_SD_IT|gene_callers_id_1310	sp|Q6FYV9|VIRD4_BARQU	26.570	207	128	7	608	806	425	615	0.006	44.3	sp|Q6FYV9|VIRD4_BARQU Type IV secretion system-coupling protein VirD4 OS=Bartonella quintana (strain Toulouse) OX=283165 GN=virD4 PE=3 SV=1
00000295|gene_cluster_GC_00003339|genome_name_P3354_OFSP_BE|gene_callers_id_935	sp|P0A9U7|PUUR_SHIFL	33.333	72	45	2	1	71	1	70	2.27e-04	40.4	sp|P0A9U7|PUUR_SHIFL HTH-type transcriptional regulator PuuR OS=Shigella flexneri OX=623 GN=puuR PE=3 SV=1
00000295|gene_cluster_GC_00003339|genome_name_P3354_OFSP_BE|gene_callers_id_935	sp|P0A9U6|PUUR_ECOLI	33.333	72	45	2	1	71	1	70	2.27e-04	40.4	sp|P0A9U6|PUUR_ECOLI HTH-type transcriptional regulator PuuR OS=Escherichia coli (strain K12) OX=83333 GN=puuR PE=1 SV=1
00000295|gene_cluster_GC_00003339|genome_name_P3354_OFSP_BE|gene_callers_id_935	sp|P06533|SINR_BACSU	28.571	63	45	0	7	69	1	63	0.003	36.6	sp|P06533|SINR_BACSU HTH-type transcriptional regulator SinR OS=Bacillus subtilis (strain 168) OX=224308 GN=sinR PE=1 SV=1
00000297|gene_cluster_GC_00004158|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_1506	sp|P42112|YXAM_BACSU	23.866	419	260	18	23	418	14	396	4.77e-06	52.0	sp|P42112|YXAM_BACSU Uncharacterized MFS-type transporter YxaM OS=Bacillus subtilis (strain 168) OX=224308 GN=yxaM PE=3 SV=3
00000297|gene_cluster_GC_00004158|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_1506	sp|P94376|YXLH_BACSU	32.075	106	59	4	27	126	31	129	8.02e-04	45.1	sp|P94376|YXLH_BACSU Uncharacterized MFS-type transporter YxlH OS=Bacillus subtilis (strain 168) OX=224308 GN=yxlH PE=3 SV=1
